Crane_Operation_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Crane_ID,Crane_Type,Operating_Hours,Downtime_Hours,Containers_Handled,Maintenance_Status
CRN00845,DR08126,PR00007,SR02280,QC-08,Quay Crane,9.16,0.67,243,Operational
CRN00846,DR06309,PR00002,SR04101,QC-06,Quay Crane,9.44,1.04,230,Inspection
CRN00847,DR00285,PR00002,SR00577,QC-01,Quay Crane,8.17,0.88,216,Operational
CRN00848,DR04479,PR00001,SR09020,QC-03,Quay Crane,7.8,1.63,196,Maintenance
CRN00849,DR03974,PR00007,SR03338,QC-01,Quay Crane,5.86,0.52,127,Operational
CRN00850,DR09651,PR00007,SR04364,QC-06,Quay Crane,7.94,0.52,231,Operational
CRN00851,DR08675,PR00002,SR01492,QC-08,Quay Crane,6.61,0.39,140,Operational
CRN00852,DR07819,PR00002,SR08080,QC-08,Quay Crane,4.55,0.67,135,Operational
CRN00853,DR07846,PR00006,SR03064,QC-02,Quay Crane,6.45,0.72,178,Operational
CRN00854,DR02886,PR00003,SR07779,QC-06,Quay Crane,6.98,0.75,197,Operational
CRN00855,DR01579,PR00007,SR02134,QC-01,Quay Crane,8.66,0.63,257,Operational
CRN00856,DR06225,PR00007,SR09364,QC-08,Quay Crane,7.52,0.45,251,Operational
CRN00857,DR03667,PR00005,SR03020,QC-01,Quay Crane,7.02,0.88,189,Operational
CRN00858,DR09350,PR00001,SR06867,QC-01,Quay Crane,7.05,0.37,195,Operational
CRN00859,DR02311,PR00005,SR05297,QC-02,Quay Crane,8.64,0.82,244,Operational
CRN00860,DR09248,PR00007,SR07147,QC-01,Quay Crane,5.71,0.46,145,Operational
CRN00861,DR01205,PR00003,SR03058,QC-01,RTG Crane,7.43,0.45,238,Operational
CRN00862,DR08555,PR00006,SR05693,QC-07,Quay Crane,8.93,1.27,197,Inspection
CRN00863,DR01511,PR00003,SR01085,QC-06,RTG Crane,7.39,0.33,217,Operational
CRN00864,DR01760,PR00007,SR01902,QC-01,Quay Crane,6.95,0.55,181,Operational
CRN00865,DR07162,PR00004,SR00189,QC-03,Quay Crane,6.93,1.55,196,Inspection
CRN00866,DR04493,PR00001,SR08904,QC-04,Quay Crane,4.4,0.92,90,Operational
CRN00867,DR02277,PR00003,SR00867,QC-04,Quay Crane,7.49,0.82,267,Operational
CRN00868,DR03049,PR00001,SR06667,QC-02,Quay Crane,5.36,0.95,160,Operational
CRN00869,DR04531,PR00003,SR00563,QC-07,Quay Crane,7.35,1.33,184,Inspection
CRN00870,DR00071,PR00007,SR02614,QC-03,RTG Crane,6.35,1.69,168,Maintenance
CRN00871,DR09080,PR00002,SR00713,QC-01,Quay Crane,10.0,0.61,278,Operational
CRN00872,DR06066,PR00007,SR07494,QC-08,Quay Crane,6.75,0.58,198,Operational
CRN00873,DR00378,PR00001,SR09547,QC-04,Quay Crane,3.9,0.51,105,Operational
CRN00874,DR07831,PR00004,SR04718,QC-04,Quay Crane,7.1,0.64,228,Operational
CRN00875,DR07311,PR00007,SR00040,QC-06,RTG Crane,5.1,1.1,49,Inspection
CRN00876,DR04481,PR00004,SR03255,QC-02,Quay Crane,7.83,1.02,190,Inspection
CRN00877,DR06958,PR00006,SR07113,QC-04,Quay Crane,8.56,0.58,236,Operational
CRN00878,DR09172,PR00007,SR00639,QC-05,Quay Crane,5.77,1.73,102,Maintenance
CRN00879,DR09565,PR00004,SR04740,QC-03,Quay Crane,7.69,1.48,214,Inspection
CRN00880,DR05274,PR00006,SR00256,QC-07,RTG Crane,7.57,1.5,225,Inspection
CRN00881,DR02987,PR00001,SR00563,QC-01,Quay Crane,5.63,1.11,204,Inspection
CRN00882,DR07970,PR00003,SR07703,QC-04,Quay Crane,6.47,0.84,202,Operational
CRN00883,DR07865,PR00002,SR06393,QC-03,RTG Crane,9.3,1.21,264,Inspection
CRN00884,DR00191,PR00006,SR00409,QC-08,Quay Crane,6.95,0.39,210,Operational
CRN00885,DR01804,PR00005,SR00157,QC-07,RTG Crane,6.7,1.61,159,Maintenance
CRN00886,DR04712,PR00004,SR06144,QC-07,RTG Crane,7.45,1.29,179,Inspection
CRN00887,DR00090,PR00007,SR03411,QC-04,Quay Crane,6.74,0.62,185,Operational
CRN00888,DR02806,PR00001,SR06648,QC-02,Quay Crane,6.96,0.69,207,Operational
CRN00889,DR03788,PR00007,SR01198,QC-07,Quay Crane,7.91,1.58,180,Maintenance
CRN00890,DR04328,PR00001,SR01315,QC-05,Quay Crane,7.44,1.78,219,Maintenance
CRN00891,DR04113,PR00002,SR06300,QC-05,Quay Crane,10.0,2.16,270,Maintenance
CRN00892,DR08224,PR00004,SR05079,QC-08,Quay Crane,9.67,0.82,274,Operational
CRN00893,DR05388,PR00002,SR04782,QC-02,Quay Crane,7.28,0.75,174,Operational
CRN00894,DR02334,PR00005,SR01770,QC-07,Quay Crane,7.64,1.64,205,Maintenance
CRN00895,DR09212,PR00005,SR04046,QC-01,Quay Crane,5.57,0.55,192,Operational
CRN00896,DR08220,PR00006,SR05385,QC-01,Quay Crane,6.29,0.44,202,Operational
CRN00897,DR03915,PR00001,SR00557,QC-08,Quay Crane,7.19,0.98,203,Operational
CRN00898,DR08720,PR00001,SR03271,QC-05,Quay Crane,8.76,2.06,205,Maintenance
CRN00899,DR04476,PR00001,SR05886,QC-04,Quay Crane,7.75,0.6,201,Operational
CRN00900,DR02724,PR00003,SR00092,QC-06,Quay Crane,7.58,1.16,201,Inspection
CRN00901,DR06173,PR00001,SR04347,QC-08,Quay Crane,6.66,0.9,168,Operational
CRN00902,DR04929,PR00002,SR06249,QC-05,Quay Crane,5.34,2.02,157,Maintenance
CRN00903,DR06888,PR00006,SR09943,QC-02,RTG Crane,6.17,0.69,114,Operational
CRN00904,DR04785,PR00007,SR04420,QC-04,Quay Crane,6.38,0.78,148,Operational
CRN00905,DR03754,PR00006,SR01712,QC-02,Quay Crane,8.09,0.56,227,Operational
CRN00906,DR01274,PR00001,SR06336,QC-03,Quay Crane,9.53,1.26,224,Inspection
CRN00907,DR05966,PR00004,SR06454,QC-03,Quay Crane,5.92,1.27,122,Inspection
CRN00908,DR09172,PR00001,SR01153,QC-05,Quay Crane,7.42,2.06,209,Maintenance
CRN00909,DR04107,PR00003,SR03535,QC-05,RTG Crane,9.83,2.09,240,Maintenance
CRN00910,DR06680,PR00003,SR07067,QC-07,Quay Crane,6.94,0.86,152,Operational
CRN00911,DR07103,PR00007,SR00829,QC-06,Quay Crane,8.51,1.06,211,Inspection
CRN00912,DR06824,PR00004,SR09500,QC-07,Quay Crane,5.22,1.19,114,Inspection
CRN00913,DR00814,PR00002,SR02846,QC-01,Quay Crane,10.0,0.65,323,Operational
CRN00914,DR07550,PR00004,SR07981,QC-04,Quay Crane,6.23,1.09,128,Inspection
CRN00915,DR00002,PR00007,SR01484,QC-01,Quay Crane,6.0,0.45,182,Operational
CRN00916,DR01607,PR00001,SR08429,QC-02,Quay Crane,9.9,0.75,304,Operational
CRN00917,DR07977,PR00006,SR00708,QC-05,Quay Crane,8.61,2.03,216,Maintenance
CRN00918,DR07393,PR00002,SR02232,QC-07,Quay Crane,5.99,1.22,116,Inspection
CRN00919,DR02622,PR00001,SR07244,QC-03,RTG Crane,7.88,0.97,250,Operational
CRN00920,DR02115,PR00006,SR02274,QC-01,Quay Crane,8.07,0.99,217,Operational
CRN00921,DR07769,PR00001,SR03416,QC-03,Quay Crane,5.42,1.42,143,Inspection
CRN00922,DR08699,PR00005,SR03332,QC-02,Quay Crane,5.57,1.07,115,Inspection
CRN00923,DR00265,PR00001,SR07126,QC-04,Quay Crane,8.64,0.6,236,Operational
CRN00924,DR03703,PR00004,SR00026,QC-01,Quay Crane,8.19,0.21,200,Operational
CRN00925,DR05404,PR00004,SR05211,QC-02,Quay Crane,5.51,0.8,80,Operational
CRN00926,DR08686,PR00006,SR07326,QC-03,Quay Crane,7.05,1.42,141,Inspection
CRN00927,DR00793,PR00006,SR00343,QC-06,Quay Crane,8.3,1.25,166,Inspection
CRN00928,DR06394,PR00005,SR08737,QC-01,Quay Crane,7.44,0.45,209,Operational
CRN00929,DR00452,PR00003,SR01005,QC-01,Quay Crane,6.73,0.81,161,Operational
CRN00930,DR04094,PR00001,SR03646,QC-01,Quay Crane,6.06,0.23,210,Operational
CRN00931,DR09508,PR00004,SR06579,QC-03,Quay Crane,7.97,1.27,228,Inspection
CRN00932,DR04529,PR00003,SR07806,QC-01,Quay Crane,7.08,0.62,200,Operational
CRN00933,DR01155,PR00001,SR02599,QC-08,Quay Crane,7.04,0.35,245,Operational
CRN00934,DR05853,PR00007,SR00200,QC-03,RTG Crane,7.37,1.75,145,Maintenance
CRN00935,DR06893,PR00002,SR05565,QC-03,Quay Crane,8.56,1.3,291,Inspection
CRN00936,DR00237,PR00001,SR02061,QC-05,RTG Crane,4.23,1.67,74,Maintenance
CRN00937,DR05708,PR00007,SR07391,QC-04,Quay Crane,6.44,0.45,214,Operational
CRN00938,DR01658,PR00004,SR05824,QC-06,RTG Crane,7.7,0.66,166,Operational
CRN00939,DR01935,PR00005,SR03736,QC-04,Quay Crane,7.5,0.89,208,Operational
CRN00940,DR07729,PR00001,SR02037,QC-01,RTG Crane,10.0,0.36,318,Operational
CRN00941,DR06810,PR00003,SR00187,QC-05,Quay Crane,7.7,1.95,213,Maintenance
CRN00942,DR05083,PR00004,SR05964,QC-08,RTG Crane,9.09,0.52,252,Operational
CRN00943,DR06643,PR00002,SR07357,QC-01,Quay Crane,8.46,0.79,288,Operational
CRN00944,DR05525,PR00005,SR06063,QC-01,RTG Crane,8.9,0.65,207,Operational
CRN00945,DR03896,PR00002,SR08787,QC-08,Quay Crane,6.91,0.8,188,Operational
CRN00946,DR04525,PR00002,SR00071,QC-06,Quay Crane,5.54,1.59,103,Maintenance
CRN00947,DR07335,PR00001,SR03884,QC-06,Quay Crane,10.0,0.85,268,Operational
CRN00948,DR09752,PR00002,SR07944,QC-01,RTG Crane,7.32,0.6,171,Operational
CRN00949,DR07606,PR00002,SR07777,QC-03,Quay Crane,6.95,1.4,177,Inspection
CRN00950,DR05212,PR00005,SR08484,QC-05,Quay Crane,5.64,1.96,115,Maintenance
CRN00951,DR03702,PR00004,SR05662,QC-02,Quay Crane,8.21,0.72,202,Operational
CRN00952,DR08858,PR00001,SR09816,QC-01,Quay Crane,3.11,0.73,73,Operational
CRN00953,DR05670,PR00004,SR06510,QC-06,Quay Crane,4.82,1.49,137,Inspection
CRN00954,DR03758,PR00002,SR05924,QC-02,Quay Crane,4.65,0.81,107,Operational
CRN00955,DR07300,PR00003,SR07880,QC-08,RTG Crane,5.42,0.63,132,Operational
CRN00956,DR03270,PR00006,SR00630,QC-05,Quay Crane,6.7,1.62,150,Maintenance
CRN00957,DR07777,PR00005,SR01795,QC-01,Quay Crane,8.22,0.15,221,Operational
CRN00958,DR01915,PR00004,SR01507,QC-05,Quay Crane,6.83,1.61,105,Maintenance
CRN00959,DR03578,PR00002,SR06710,QC-03,Quay Crane,8.64,1.03,215,Inspection
CRN00960,DR00462,PR00001,SR07530,QC-07,Quay Crane,10.0,0.91,285,Operational
CRN00961,DR07530,PR00005,SR00419,QC-07,RTG Crane,7.58,1.04,153,Inspection
CRN00962,DR06000,PR00004,SR08303,QC-02,Quay Crane,8.76,0.58,247,Operational
CRN00963,DR05213,PR00004,SR00500,QC-03,Quay Crane,8.42,1.14,267,Inspection
CRN00964,DR05051,PR00007,SR03597,QC-01,Quay Crane,7.82,0.3,220,Operational
CRN00965,DR00799,PR00002,SR05247,QC-05,Quay Crane,5.28,1.6,128,Maintenance
CRN00966,DR04912,PR00006,SR04140,QC-06,Quay Crane,7.21,1.54,218,Inspection
CRN00967,DR03585,PR00004,SR09600,QC-08,Quay Crane,5.9,0.42,166,Operational
CRN00968,DR03563,PR00002,SR03204,QC-07,RTG Crane,7.85,1.06,245,Inspection
CRN00969,DR06076,PR00001,SR04762,QC-04,RTG Crane,7.78,0.8,195,Operational
CRN00970,DR04075,PR00004,SR05109,QC-07,RTG Crane,6.54,0.88,223,Operational
CRN00971,DR01750,PR00002,SR01599,QC-07,RTG Crane,8.27,0.79,223,Operational
CRN00972,DR06755,PR00005,SR06919,QC-05,Quay Crane,6.69,1.57,193,Maintenance
CRN00973,DR02822,PR00005,SR02909,QC-04,Quay Crane,7.76,0.66,215,Operational
CRN00974,DR02895,PR00003,SR00858,QC-06,Quay Crane,5.45,0.98,176,Operational
CRN00975,DR04784,PR00003,SR01520,QC-02,Quay Crane,4.86,0.98,179,Operational
CRN00976,DR00325,PR00004,SR01257,QC-03,RTG Crane,9.45,1.46,243,Inspection
CRN00977,DR07599,PR00003,SR09727,QC-01,Quay Crane,8.85,0.96,213,Operational
CRN00978,DR05534,PR00006,SR03226,QC-08,Quay Crane,7.97,0.63,160,Operational
CRN00979,DR06887,PR00001,SR03675,QC-03,RTG Crane,5.94,1.36,155,Inspection
CRN00980,DR05290,PR00007,SR05079,QC-02,Quay Crane,5.8,0.59,157,Operational
CRN00981,DR04343,PR00001,SR08769,QC-07,Quay Crane,5.22,1.2,178,Inspection
CRN00982,DR04611,PR00002,SR00261,QC-01,Quay Crane,7.0,0.36,205,Operational
CRN00983,DR00433,PR00005,SR06949,QC-02,Quay Crane,7.84,0.52,156,Operational
CRN00984,DR05488,PR00001,SR01117,QC-01,Quay Crane,6.51,1.0,156,Operational
CRN00985,DR09933,PR00002,SR06185,QC-06,Quay Crane,9.5,0.64,250,Operational
CRN00986,DR00932,PR00001,SR04868,QC-05,Quay Crane,3.92,2.31,85,Maintenance
CRN00987,DR00144,PR00005,SR06867,QC-08,RTG Crane,8.43,0.91,244,Operational
CRN00988,DR05780,PR00004,SR07829,QC-01,Quay Crane,7.02,0.53,176,Operational
CRN00989,DR08236,PR00001,SR03909,QC-08,Quay Crane,7.31,0.28,227,Operational
CRN00990,DR06233,PR00003,SR09479,QC-03,Quay Crane,2.89,1.31,111,Inspection
CRN00991,DR03971,PR00002,SR04047,QC-04,Quay Crane,6.1,0.45,139,Operational
CRN00992,DR07882,PR00007,SR04666,QC-03,Quay Crane,5.39,1.75,209,Maintenance
CRN00993,DR05025,PR00001,SR01982,QC-08,Quay Crane,9.15,0.78,273,Operational
CRN00994,DR09068,PR00004,SR09434,QC-05,Quay Crane,6.27,2.11,142,Maintenance
CRN00995,DR06343,PR00003,SR01508,QC-02,Quay Crane,4.34,0.75,92,Operational
CRN00996,DR06898,PR00004,SR00120,QC-02,RTG Crane,7.68,0.8,233,Operational
CRN00997,DR00446,PR00007,SR01964,QC-07,RTG Crane,8.67,1.35,272,Inspection
CRN00998,DR04578,PR00002,SR02068,QC-06,Quay Crane,8.21,0.86,227,Operational
CRN00999,DR08974,PR00005,SR04292,QC-04,Quay Crane,7.14,1.08,228,Inspection
CRN01000,DR03350,PR00003,SR05335,QC-05,Quay Crane,8.33,1.71,269,Maintenance
CRN01001,DR06350,PR00004,SR09358,QC-07,Quay Crane,5.69,1.54,187,Inspection
CRN01002,DR02387,PR00003,SR04944,QC-02,Quay Crane,7.64,0.59,251,Operational
CRN01003,DR06706,PR00002,SR08286,QC-03,Quay Crane,7.9,1.21,206,Inspection
CRN01004,DR02260,PR00001,SR08512,QC-02,Quay Crane,7.2,0.75,183,Operational
CRN01005,DR07718,PR00001,SR02490,QC-04,RTG Crane,6.61,0.6,168,Operational
CRN01006,DR09816,PR00007,SR00315,QC-08,Quay Crane,5.78,0.43,145,Operational
CRN01007,DR03669,PR00006,SR03364,QC-08,RTG Crane,6.27,0.1,158,Operational
CRN01008,DR05479,PR00002,SR07790,QC-05,Quay Crane,8.82,1.88,187,Maintenance
CRN01009,DR01635,PR00003,SR02887,QC-07,Quay Crane,6.1,1.02,223,Inspection
CRN01010,DR08619,PR00005,SR02816,QC-05,Quay Crane,6.65,1.74,149,Maintenance
CRN01011,DR06794,PR00002,SR08879,QC-01,Quay Crane,8.19,0.71,215,Operational
CRN01012,DR00369,PR00003,SR01445,QC-01,Quay Crane,5.15,0.36,139,Operational
CRN01013,DR06665,PR00005,SR07278,QC-04,Quay Crane,5.94,0.68,156,Operational
CRN01014,DR03318,PR00002,SR08994,QC-03,Quay Crane,4.43,1.16,104,Inspection
CRN01015,DR00352,PR00003,SR01727,QC-01,RTG Crane,10.0,0.97,282,Operational
CRN01016,DR02978,PR00002,SR06230,QC-02,Quay Crane,6.7,1.03,189,Inspection
CRN01017,DR05687,PR00001,SR02728,QC-04,Quay Crane,8.11,0.69,233,Operational
CRN01018,DR04566,PR00005,SR08526,QC-03,Quay Crane,10.0,1.36,251,Inspection
CRN01019,DR04273,PR00005,SR09257,QC-01,Quay Crane,5.16,0.12,127,Operational
CRN01020,DR06835,PR00007,SR04064,QC-03,Quay Crane,7.02,1.18,227,Inspection
CRN01021,DR04318,PR00001,SR03709,QC-01,Quay Crane,6.3,0.93,185,Operational
CRN01022,DR07852,PR00005,SR00565,QC-04,RTG Crane,6.69,0.55,202,Operational
CRN01023,DR05461,PR00007,SR08027,QC-06,Quay Crane,7.26,0.91,198,Operational
CRN01024,DR03920,PR00004,SR01325,QC-01,Quay Crane,9.31,0.13,249,Operational
CRN01025,DR03637,PR00007,SR08684,QC-06,Quay Crane,8.07,1.07,258,Inspection
CRN01026,DR07712,PR00007,SR06889,QC-07,RTG Crane,9.68,1.16,283,Inspection
CRN01027,DR08652,PR00006,SR06404,QC-03,Quay Crane,7.33,1.07,241,Inspection
CRN01028,DR00157,PR00007,SR08231,QC-03,Quay Crane,6.35,1.01,149,Inspection
CRN01029,DR03012,PR00004,SR09739,QC-08,Quay Crane,8.88,1.13,246,Inspection
CRN01030,DR05398,PR00003,SR04936,QC-07,Quay Crane,6.3,1.07,174,Inspection
CRN01031,DR02244,PR00007,SR00492,QC-05,Quay Crane,7.32,1.67,195,Maintenance
CRN01032,DR03820,PR00006,SR02663,QC-02,Quay Crane,8.05,1.0,250,Operational
CRN01033,DR07624,PR00001,SR04870,QC-03,Quay Crane,8.53,0.83,187,Operational
CRN01034,DR07014,PR00002,SR08511,QC-01,Quay Crane,7.09,0.93,113,Operational
CRN01035,DR07465,PR00002,SR03978,QC-03,RTG Crane,8.31,1.22,254,Inspection
CRN01036,DR04932,PR00006,SR00510,QC-01,RTG Crane,6.2,0.47,170,Operational
CRN01037,DR03761,PR00002,SR03580,QC-07,Quay Crane,6.7,0.98,210,Operational
CRN01038,DR09656,PR00002,SR09904,QC-04,Quay Crane,7.98,0.7,214,Operational
CRN01039,DR01356,PR00003,SR02722,QC-07,Quay Crane,7.23,1.01,161,Inspection
CRN01040,DR07599,PR00001,SR02637,QC-02,Quay Crane,6.16,0.77,164,Operational
CRN01041,DR09966,PR00007,SR03577,QC-04,Quay Crane,8.5,0.43,227,Operational
CRN01042,DR07138,PR00003,SR07303,QC-06,Quay Crane,7.51,0.97,189,Operational
CRN01043,DR01359,PR00001,SR08057,QC-07,Quay Crane,4.97,1.08,180,Inspection
CRN01044,DR09575,PR00002,SR00401,QC-01,Quay Crane,7.84,0.57,231,Operational
CRN01045,DR02325,PR00006,SR06652,QC-02,Quay Crane,7.98,0.72,196,Operational
CRN01046,DR00885,PR00004,SR02200,QC-06,Quay Crane,7.13,1.34,175,Inspection
CRN01047,DR00971,PR00003,SR04912,QC-05,RTG Crane,7.58,1.79,229,Maintenance
CRN01048,DR04307,PR00002,SR00147,QC-06,Quay Crane,8.98,1.11,232,Inspection
CRN01049,DR04846,PR00007,SR03455,QC-03,RTG Crane,4.59,1.31,128,Inspection
CRN01050,DR06609,PR00005,SR02514,QC-05,Quay Crane,8.51,2.04,251,Maintenance
CRN01051,DR00149,PR00005,SR07309,QC-01,Quay Crane,3.52,0.39,159,Operational
CRN01052,DR01620,PR00003,SR05513,QC-03,Quay Crane,6.11,1.25,142,Inspection
CRN01053,DR01023,PR00007,SR06276,QC-06,RTG Crane,4.49,0.94,146,Operational
CRN01054,DR04203,PR00005,SR02494,QC-01,Quay Crane,9.35,0.05,264,Operational
CRN01055,DR09141,PR00003,SR08121,QC-03,Quay Crane,6.73,1.42,182,Inspection
CRN01056,DR03458,PR00007,SR09788,QC-01,Quay Crane,7.16,0.35,205,Operational
CRN01057,DR08438,PR00006,SR09924,QC-05,RTG Crane,6.74,1.74,187,Maintenance
CRN01058,DR03330,PR00005,SR08262,QC-07,RTG Crane,6.97,1.4,242,Inspection
CRN01059,DR01400,PR00005,SR05820,QC-05,Quay Crane,7.0,1.84,185,Maintenance
CRN01060,DR02245,PR00003,SR06086,QC-05,RTG Crane,8.53,1.71,256,Maintenance
CRN01061,DR03336,PR00003,SR06633,QC-04,Quay Crane,7.6,0.75,195,Operational
CRN01062,DR08433,PR00001,SR04063,QC-02,Quay Crane,6.05,0.66,171,Operational
CRN01063,DR09532,PR00004,SR02235,QC-07,Quay Crane,4.63,1.18,59,Inspection
CRN01064,DR02620,PR00003,SR03501,QC-03,Quay Crane,9.0,1.1,169,Inspection
CRN01065,DR03063,PR00002,SR09959,QC-03,Quay Crane,7.91,1.58,279,Maintenance
CRN01066,DR05078,PR00007,SR08488,QC-04,Quay Crane,6.75,0.39,218,Operational
CRN01067,DR08294,PR00001,SR00511,QC-04,Quay Crane,8.73,0.8,215,Operational
CRN01068,DR04042,PR00006,SR01870,QC-02,Quay Crane,10.0,0.32,292,Operational
CRN01069,DR06356,PR00002,SR00715,QC-05,Quay Crane,7.26,1.82,211,Maintenance
CRN01070,DR05890,PR00001,SR06417,QC-03,Quay Crane,9.21,1.44,264,Inspection
CRN01071,DR03534,PR00001,SR04770,QC-01,Quay Crane,7.26,0.3,129,Operational
CRN01072,DR09852,PR00003,SR01214,QC-08,Quay Crane,9.88,0.72,234,Operational
CRN01073,DR01903,PR00003,SR01950,QC-08,Quay Crane,7.39,0.61,192,Operational
CRN01074,DR07584,PR00002,SR04475,QC-08,RTG Crane,6.57,0.51,154,Operational
CRN01075,DR04964,PR00004,SR01921,QC-04,Quay Crane,9.23,0.73,239,Operational
CRN01076,DR04182,PR00003,SR05227,QC-04,RTG Crane,7.41,1.02,163,Inspection
CRN01077,DR05833,PR00001,SR08347,QC-03,Quay Crane,7.26,1.41,214,Inspection
CRN01078,DR05436,PR00002,SR01859,QC-06,Quay Crane,8.48,0.66,236,Operational
CRN01079,DR00464,PR00001,SR01438,QC-03,Quay Crane,7.08,1.11,165,Inspection
CRN01080,DR03595,PR00001,SR02146,QC-03,RTG Crane,4.58,1.13,108,Inspection
CRN01081,DR06709,PR00002,SR06575,QC-07,Quay Crane,6.69,1.08,180,Inspection
CRN01082,DR09742,PR00005,SR02686,QC-01,Quay Crane,6.28,0.65,215,Operational
CRN01083,DR09059,PR00005,SR06428,QC-01,Quay Crane,5.9,0.7,143,Operational
CRN01084,DR04432,PR00006,SR01414,QC-03,RTG Crane,8.78,1.46,242,Inspection
CRN01085,DR03262,PR00005,SR09804,QC-05,Quay Crane,6.48,1.05,145,Inspection
CRN01086,DR05716,PR00003,SR05672,QC-04,RTG Crane,6.5,0.79,132,Operational
CRN01087,DR03326,PR00002,SR03364,QC-02,RTG Crane,7.09,0.72,248,Operational
CRN01088,DR00836,PR00001,SR01065,QC-02,RTG Crane,7.7,0.97,182,Operational
CRN01089,DR07578,PR00004,SR00470,QC-03,RTG Crane,7.92,1.63,166,Maintenance
CRN01090,DR03382,PR00002,SR07694,QC-01,Quay Crane,7.45,0.16,215,Operational
CRN01091,DR02838,PR00002,SR07983,QC-05,Quay Crane,7.43,1.8,163,Maintenance
CRN01092,DR08608,PR00007,SR08634,QC-06,Quay Crane,5.47,1.14,153,Inspection
CRN01093,DR05167,PR00001,SR05507,QC-01,Quay Crane,7.94,0.64,180,Operational
CRN01094,DR06363,PR00001,SR08087,QC-07,Quay Crane,5.74,1.47,187,Inspection
CRN01095,DR07624,PR00007,SR06634,QC-02,Quay Crane,8.92,1.1,226,Inspection
CRN01096,DR00757,PR00002,SR03160,QC-07,Quay Crane,6.79,1.13,172,Inspection
CRN01097,DR01354,PR00003,SR00572,QC-02,RTG Crane,5.25,0.62,172,Operational
CRN01098,DR07228,PR00001,SR08211,QC-01,Quay Crane,7.54,0.34,234,Operational
CRN01099,DR03607,PR00003,SR00575,QC-02,Quay Crane,8.36,1.04,235,Inspection
CRN01100,DR07530,PR00007,SR05163,QC-07,Quay Crane,6.7,1.36,227,Inspection
CRN01101,DR05045,PR00005,SR04742,QC-05,Quay Crane,8.17,1.92,222,Maintenance
CRN01102,DR04945,PR00003,SR07980,QC-07,Quay Crane,9.33,1.19,200,Inspection
CRN01103,DR03543,PR00002,SR00059,QC-05,RTG Crane,7.7,1.97,196,Maintenance
CRN01104,DR08124,PR00003,SR05075,QC-08,Quay Crane,5.26,0.65,139,Operational
CRN01105,DR08348,PR00004,SR09611,QC-02,Quay Crane,7.16,0.72,155,Operational
CRN01106,DR05315,PR00002,SR09887,QC-01,Quay Crane,6.47,0.85,193,Operational
CRN01107,DR05438,PR00001,SR08533,QC-03,RTG Crane,4.29,1.05,68,Inspection
CRN01108,DR04327,PR00005,SR07917,QC-04,Quay Crane,5.14,0.91,127,Operational
CRN01109,DR01223,PR00006,SR01293,QC-03,RTG Crane,9.92,1.06,239,Inspection
CRN01110,DR00439,PR00007,SR08356,QC-05,RTG Crane,6.64,1.92,193,Maintenance
CRN01111,DR04786,PR00006,SR03239,QC-05,RTG Crane,6.91,2.13,123,Maintenance
CRN01112,DR00699,PR00003,SR05808,QC-03,Quay Crane,5.36,1.54,144,Inspection
CRN01113,DR09755,PR00006,SR09553,QC-08,Quay Crane,10.0,0.64,312,Operational
CRN01114,DR00346,PR00007,SR08612,QC-03,Quay Crane,7.8,0.9,177,Operational
CRN01115,DR05257,PR00001,SR04050,QC-05,Quay Crane,6.69,1.59,177,Maintenance
CRN01116,DR04682,PR00003,SR05598,QC-05,Quay Crane,8.38,1.95,166,Maintenance
CRN01117,DR07493,PR00002,SR04294,QC-08,RTG Crane,9.15,0.54,223,Operational
CRN01118,DR07394,PR00007,SR01800,QC-06,Quay Crane,4.1,0.81,77,Operational
CRN01119,DR09106,PR00007,SR06621,QC-02,Quay Crane,9.04,0.13,314,Operational
CRN01120,DR01498,PR00006,SR01899,QC-06,Quay Crane,5.87,0.86,129,Operational
CRN01121,DR07594,PR00002,SR00388,QC-02,RTG Crane,4.73,0.82,103,Operational
CRN01122,DR09345,PR00007,SR01295,QC-08,Quay Crane,10.0,0.47,281,Operational
CRN01123,DR06251,PR00001,SR09921,QC-07,Quay Crane,7.71,1.19,184,Inspection
CRN01124,DR09620,PR00001,SR09821,QC-01,Quay Crane,6.21,0.44,201,Operational
CRN01125,DR08328,PR00004,SR03916,QC-07,Quay Crane,10.0,1.36,268,Inspection
CRN01126,DR08471,PR00006,SR00012,QC-05,Quay Crane,6.49,1.8,158,Maintenance
CRN01127,DR00669,PR00006,SR00453,QC-02,Quay Crane,5.68,0.75,141,Operational
CRN01128,DR00291,PR00002,SR03458,QC-01,Quay Crane,8.53,0.51,201,Operational
CRN01129,DR07332,PR00003,SR01780,QC-03,Quay Crane,4.82,1.21,159,Inspection
CRN01130,DR05960,PR00003,SR06208,QC-05,Quay Crane,7.26,2.09,201,Maintenance
CRN01131,DR00521,PR00001,SR02998,QC-08,Quay Crane,5.05,0.45,192,Operational
CRN01132,DR09629,PR00006,SR06117,QC-08,Quay Crane,5.53,0.78,177,Operational
CRN01133,DR05061,PR00002,SR04192,QC-03,Quay Crane,8.08,1.13,200,Inspection
CRN01134,DR02309,PR00001,SR03044,QC-01,Quay Crane,5.75,0.95,135,Operational
CRN01135,DR09768,PR00003,SR06970,QC-08,Quay Crane,8.41,1.22,273,Inspection
CRN01136,DR07765,PR00005,SR01088,QC-06,Quay Crane,3.95,1.05,95,Inspection
