Movement_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Container_ID,Movement_Type,Status,Movement_Time_Min,Dwell_Time_Hours,Customs_Delay_Hours
MV01414,DR05547,PR00007,SR09182,CONT07059,Transshipment,In Yard,150,65.1,0.0
MV01415,DR03987,PR00003,SR09543,CONT05440,Import,In Yard,93,70.4,0.0
MV01416,DR03932,PR00004,SR07485,CONT09480,Transshipment,Gate Out,124,52.0,0.0
MV01417,DR02638,PR00003,SR00033,CONT01318,Export,Gate Out,55,56.2,0.0
MV01418,DR02085,PR00005,SR02138,CONT02424,Import,Gate Out,83,33.9,0.0
MV01419,DR05411,PR00003,SR04015,CONT08264,Export,Discharged,61,50.0,0.0
MV01420,DR06054,PR00001,SR09944,CONT02689,Import,Discharged,98,27.5,0.0
MV01421,DR05773,PR00007,SR07252,CONT03144,Import,Loaded,60,60.6,0.0
MV01422,DR04040,PR00005,SR03424,CONT08977,Transshipment,Discharged,122,36.1,0.0
MV01423,DR07913,PR00004,SR05079,CONT02521,Export,Loaded,120,37.8,0.0
MV01424,DR03219,PR00003,SR02540,CONT09603,Import,Discharged,87,52.8,0.0
MV01425,DR07187,PR00005,SR07003,CONT06276,Export,In Yard,88,67.8,0.0
MV01426,DR06405,PR00001,SR00999,CONT07472,Export,In Yard,59,53.8,0.0
MV01427,DR03613,PR00002,SR00527,CONT04090,Export,In Yard,106,40.9,0.0
MV01428,DR05884,PR00001,SR06528,CONT02218,Import,Loaded,55,23.1,0.0
MV01429,DR02151,PR00001,SR05119,CONT05715,Import,Discharged,85,32.4,0.0
MV01430,DR02132,PR00001,SR05972,CONT05006,Export,Loaded,112,43.6,0.0
MV01431,DR03722,PR00005,SR02871,CONT08751,Export,In Yard,91,47.0,0.0
MV01432,DR07674,PR00002,SR04432,CONT08416,Transshipment,Discharged,98,26.1,0.0
MV01433,DR07805,PR00006,SR06311,CONT01901,Import,Gate Out,75,58.2,0.0
MV01434,DR07773,PR00007,SR04441,CONT06004,Export,Gate Out,107,66.0,0.0
MV01435,DR03864,PR00001,SR08197,CONT00840,Transshipment,Discharged,61,66.5,0.0
MV01436,DR06096,PR00005,SR05280,CONT02229,Import,Loaded,91,28.4,0.0
MV01437,DR09786,PR00003,SR02215,CONT00424,Import,In Yard,50,26.5,0.0
MV01438,DR06084,PR00007,SR00807,CONT00345,Export,Loaded,99,46.3,0.0
MV01439,DR07751,PR00003,SR00174,CONT03765,Transshipment,Loaded,71,41.1,0.0
MV01440,DR02921,PR00003,SR04672,CONT03953,Import,Loaded,95,37.2,0.0
MV01441,DR06290,PR00002,SR08594,CONT01059,Import,Gate Out,58,24.4,0.0
MV01442,DR03979,PR00007,SR09126,CONT07992,Export,In Yard,75,32.0,0.0
MV01443,DR08878,PR00002,SR07880,CONT04620,Export,Gate Out,47,65.8,0.0
MV01444,DR08586,PR00006,SR08364,CONT00315,Import,Gate Out,44,24.9,0.0
MV01445,DR08064,PR00001,SR03185,CONT07930,Import,In Yard,79,21.8,0.0
MV01446,DR08373,PR00004,SR06492,CONT03610,Import,Gate Out,61,23.1,0.0
MV01447,DR05398,PR00003,SR05085,CONT00084,Transshipment,Loaded,89,51.5,0.0
MV01448,DR08608,PR00001,SR09245,CONT07949,Export,Customs Hold,66,32.5,8.3
MV01449,DR00416,PR00001,SR00247,CONT09517,Export,In Yard,113,45.4,0.0
MV01450,DR08555,PR00002,SR09758,CONT07204,Export,Discharged,129,38.3,0.0
MV01451,DR05900,PR00005,SR03683,CONT06112,Export,In Yard,97,49.1,0.0
MV01452,DR08416,PR00005,SR07104,CONT00154,Transshipment,Gate Out,111,53.1,0.0
MV01453,DR07323,PR00002,SR04096,CONT07574,Import,In Yard,71,56.0,0.0
MV01454,DR04747,PR00003,SR01128,CONT06553,Import,In Yard,102,70.1,0.0
MV01455,DR08063,PR00001,SR08750,CONT01089,Import,In Yard,68,32.0,0.0
MV01456,DR03494,PR00005,SR00508,CONT00385,Import,Gate Out,101,59.1,0.0
MV01457,DR04605,PR00006,SR01104,CONT05445,Export,In Yard,87,47.6,0.0
MV01458,DR09580,PR00006,SR07911,CONT08234,Export,Customs Hold,94,61.5,11.2
MV01459,DR05537,PR00006,SR08592,CONT00944,Import,Loaded,77,46.5,0.0
MV01460,DR07623,PR00002,SR05784,CONT00061,Export,Discharged,60,57.1,0.0
MV01461,DR04193,PR00002,SR01726,CONT03045,Export,Discharged,85,52.6,0.0
MV01462,DR00143,PR00006,SR05815,CONT00718,Export,In Yard,55,53.0,0.0
MV01463,DR09931,PR00001,SR05275,CONT09684,Import,Loaded,82,41.8,0.0
MV01464,DR01565,PR00001,SR05469,CONT04435,Transshipment,Gate Out,38,47.6,0.0
MV01465,DR05692,PR00002,SR01125,CONT01664,Export,Loaded,96,37.7,0.0
MV01466,DR06842,PR00005,SR00430,CONT00790,Export,Loaded,97,40.5,0.0
MV01467,DR08540,PR00005,SR05196,CONT07667,Export,In Yard,110,31.8,0.0
MV01468,DR07639,PR00007,SR00865,CONT07487,Export,Gate Out,123,60.5,0.0
MV01469,DR08140,PR00002,SR09751,CONT05977,Import,Loaded,64,50.5,0.0
MV01470,DR01096,PR00002,SR02268,CONT07461,Export,Discharged,86,15.1,0.0
MV01471,DR03470,PR00003,SR08409,CONT05561,Import,Loaded,95,35.0,0.0
MV01472,DR05632,PR00006,SR06101,CONT00187,Transshipment,Loaded,82,57.3,0.0
MV01473,DR08355,PR00002,SR04575,CONT00963,Import,Loaded,54,37.6,0.0
MV01474,DR05646,PR00007,SR05577,CONT04793,Import,Discharged,80,47.7,0.0
MV01475,DR09326,PR00003,SR00778,CONT00210,Export,Discharged,101,60.9,0.0
MV01476,DR04070,PR00006,SR00069,CONT02441,Export,Loaded,64,44.1,0.0
MV01477,DR03700,PR00006,SR03808,CONT08562,Export,Gate Out,62,46.5,0.0
MV01478,DR05499,PR00003,SR03965,CONT06134,Export,Loaded,85,32.9,0.0
MV01479,DR01119,PR00005,SR03555,CONT01413,Export,Loaded,91,52.6,0.0
MV01480,DR00514,PR00003,SR01470,CONT01055,Transshipment,Loaded,72,23.6,0.0
MV01481,DR02989,PR00006,SR01917,CONT07565,Import,Discharged,107,32.6,0.0
MV01482,DR04127,PR00006,SR03561,CONT08903,Export,In Yard,113,47.0,0.0
MV01483,DR03831,PR00004,SR08059,CONT05856,Export,Gate Out,113,57.6,0.0
MV01484,DR01724,PR00002,SR04935,CONT06164,Import,Loaded,97,46.2,0.0
MV01485,DR08417,PR00007,SR03764,CONT04054,Import,Discharged,97,40.7,0.0
MV01486,DR06151,PR00007,SR04506,CONT09898,Import,Discharged,85,54.4,3.4
MV01487,DR04432,PR00004,SR02710,CONT08866,Export,Loaded,36,48.6,0.0
MV01488,DR05515,PR00007,SR08080,CONT01297,Export,Gate Out,102,66.6,0.0
MV01489,DR06679,PR00003,SR07641,CONT09157,Import,Gate Out,86,35.4,0.0
MV01490,DR00033,PR00003,SR00833,CONT00610,Import,Discharged,98,65.6,0.0
MV01491,DR09113,PR00003,SR02758,CONT01641,Import,In Yard,92,69.6,0.0
MV01492,DR09608,PR00001,SR02168,CONT02064,Export,Loaded,86,51.9,0.0
MV01493,DR01274,PR00004,SR09539,CONT00186,Import,In Yard,77,44.8,0.0
MV01494,DR04017,PR00004,SR04987,CONT09678,Export,Gate Out,60,51.0,0.0
MV01495,DR08385,PR00001,SR03567,CONT05836,Transshipment,In Yard,73,42.3,0.0
MV01496,DR02222,PR00002,SR07472,CONT06638,Export,Loaded,70,27.6,0.0
MV01497,DR05212,PR00005,SR03519,CONT06169,Export,Customs Hold,111,42.2,17.2
MV01498,DR04961,PR00006,SR08783,CONT00218,Transshipment,Discharged,76,44.1,0.0
MV01499,DR07190,PR00007,SR02728,CONT05531,Export,In Yard,73,33.6,0.0
MV01500,DR06113,PR00002,SR04877,CONT08804,Export,In Yard,34,56.2,4.6
MV01501,DR00656,PR00006,SR00077,CONT02366,Export,In Yard,68,48.0,0.0
MV01502,DR09483,PR00001,SR09196,CONT05937,Export,In Yard,48,61.2,0.0
MV01503,DR08391,PR00001,SR06842,CONT04388,Import,Loaded,35,46.3,0.0
MV01504,DR09476,PR00005,SR05930,CONT01885,Import,In Yard,77,23.8,0.0
MV01505,DR00604,PR00003,SR06228,CONT03302,Export,In Yard,120,66.0,0.0
MV01506,DR07213,PR00006,SR08366,CONT03913,Export,Discharged,105,43.6,0.0
MV01507,DR04684,PR00002,SR05633,CONT09821,Export,Loaded,53,59.2,0.0
MV01508,DR07516,PR00002,SR03609,CONT07256,Import,In Yard,63,57.1,0.0
MV01509,DR03750,PR00004,SR07374,CONT01501,Export,In Yard,111,66.1,0.0
MV01510,DR03535,PR00001,SR03035,CONT05949,Export,Discharged,81,56.0,0.0
MV01511,DR04526,PR00002,SR08064,CONT08817,Export,In Yard,85,47.1,0.0
MV01512,DR03226,PR00001,SR07522,CONT01712,Export,In Yard,68,39.9,0.0
MV01513,DR09186,PR00002,SR02120,CONT03505,Import,Gate Out,72,66.0,3.1
MV01514,DR03573,PR00005,SR05458,CONT00472,Import,In Yard,90,53.5,0.0
MV01515,DR02957,PR00001,SR03344,CONT04662,Transshipment,Gate Out,101,39.0,0.0
MV01516,DR03806,PR00004,SR05614,CONT02499,Import,Gate Out,97,50.2,0.0
MV01517,DR02864,PR00004,SR00663,CONT03816,Export,Gate Out,82,61.4,0.0
MV01518,DR05968,PR00003,SR07828,CONT06663,Import,Gate Out,117,63.5,0.0
MV01519,DR00314,PR00003,SR09446,CONT02827,Transshipment,Loaded,49,26.9,0.0
MV01520,DR05188,PR00004,SR06637,CONT02320,Import,Gate Out,103,64.5,0.0
MV01521,DR07514,PR00006,SR05645,CONT03591,Export,Discharged,74,58.5,0.0
MV01522,DR03535,PR00001,SR02364,CONT02793,Export,In Yard,42,31.5,0.0
MV01523,DR02980,PR00006,SR08257,CONT07688,Export,Customs Hold,87,42.8,10.7
MV01524,DR07670,PR00001,SR01358,CONT07922,Export,Gate Out,71,60.6,0.0
MV01525,DR01890,PR00003,SR05195,CONT02092,Import,Gate Out,86,60.9,0.0
MV01526,DR09808,PR00003,SR00154,CONT09802,Import,In Yard,67,59.4,0.0
MV01527,DR09061,PR00001,SR08190,CONT06127,Import,Discharged,86,29.0,0.0
MV01528,DR05411,PR00001,SR07279,CONT00837,Export,Loaded,87,41.3,0.0
MV01529,DR00300,PR00001,SR05901,CONT01783,Export,Loaded,18,34.7,0.0
MV01530,DR03523,PR00001,SR05575,CONT08029,Import,Loaded,93,61.5,0.0
MV01531,DR07495,PR00004,SR00169,CONT07165,Export,Gate Out,24,49.0,0.0
MV01532,DR07534,PR00001,SR03625,CONT05390,Import,Gate Out,56,35.1,0.0
MV01533,DR00280,PR00006,SR04119,CONT04796,Import,Gate Out,90,49.6,0.0
MV01534,DR01885,PR00006,SR01182,CONT04820,Import,Loaded,85,52.8,0.0
MV01535,DR06288,PR00002,SR03595,CONT01555,Export,Gate Out,83,51.2,0.0
MV01536,DR05985,PR00001,SR01929,CONT02392,Import,Loaded,75,61.8,0.0
MV01537,DR00793,PR00003,SR05406,CONT07524,Transshipment,Customs Hold,115,63.9,11.5
MV01538,DR02826,PR00006,SR06426,CONT09998,Export,In Yard,141,67.7,0.0
MV01539,DR04104,PR00003,SR04745,CONT03821,Export,In Yard,68,29.1,0.0
MV01540,DR01892,PR00001,SR01510,CONT02226,Import,In Yard,88,34.9,0.0
MV01541,DR05799,PR00007,SR01980,CONT07134,Export,In Yard,77,32.1,0.0
MV01542,DR05327,PR00003,SR05482,CONT09870,Export,Gate Out,50,42.5,0.0
MV01543,DR06509,PR00002,SR02110,CONT02975,Export,Discharged,86,35.4,0.0
MV01544,DR01185,PR00006,SR04331,CONT07078,Import,In Yard,107,53.2,0.0
MV01545,DR05971,PR00007,SR07251,CONT05138,Import,In Yard,35,54.6,0.0
MV01546,DR05407,PR00003,SR06824,CONT08437,Import,In Yard,72,44.2,0.0
MV01547,DR06447,PR00002,SR03156,CONT05220,Import,Gate Out,127,59.3,0.0
MV01548,DR08639,PR00003,SR08260,CONT03415,Export,In Yard,96,37.0,0.0
MV01549,DR08493,PR00002,SR07251,CONT00025,Import,Customs Hold,100,26.7,14.9
MV01550,DR07373,PR00003,SR09089,CONT04537,Export,Gate Out,39,30.2,0.0
MV01551,DR02678,PR00002,SR04824,CONT06832,Import,In Yard,71,46.8,0.0
MV01552,DR06352,PR00004,SR09468,CONT08367,Export,Discharged,96,66.8,3.2
MV01553,DR01319,PR00005,SR06650,CONT03994,Transshipment,Loaded,106,69.6,0.0
MV01554,DR00728,PR00007,SR04615,CONT09134,Import,Gate Out,103,52.8,0.0
MV01555,DR04648,PR00006,SR03421,CONT08170,Import,In Yard,78,54.4,0.0
MV01556,DR00878,PR00001,SR07003,CONT03265,Export,Loaded,57,22.4,0.0
MV01557,DR06069,PR00002,SR06699,CONT07610,Export,Loaded,51,60.1,0.0
MV01558,DR08223,PR00003,SR06433,CONT04096,Export,Gate Out,110,54.3,0.0
MV01559,DR02263,PR00002,SR03815,CONT05989,Export,Loaded,85,48.3,0.0
MV01560,DR07868,PR00001,SR05212,CONT00629,Export,Discharged,63,15.7,0.0
MV01561,DR01389,PR00005,SR06485,CONT08977,Transshipment,In Yard,81,56.6,0.0
MV01562,DR01442,PR00002,SR05873,CONT07259,Import,In Yard,63,66.0,0.0
MV01563,DR01451,PR00001,SR07239,CONT06899,Import,Gate Out,94,48.4,0.0
MV01564,DR04800,PR00003,SR07662,CONT07498,Import,Loaded,68,44.4,0.0
MV01565,DR04045,PR00007,SR09599,CONT00537,Export,Loaded,124,48.3,0.0
MV01566,DR09631,PR00005,SR08570,CONT07373,Import,In Yard,66,33.3,0.0
MV01567,DR05994,PR00001,SR01583,CONT01832,Import,In Yard,104,47.8,0.0
MV01568,DR08024,PR00003,SR02266,CONT01098,Transshipment,In Yard,55,23.8,0.0
MV01569,DR01643,PR00007,SR00346,CONT00113,Import,In Yard,126,61.5,0.0
MV01570,DR04454,PR00001,SR00797,CONT00246,Import,Gate Out,109,61.1,0.0
MV01571,DR00516,PR00004,SR00099,CONT09903,Import,Discharged,55,39.6,1.0
MV01572,DR04228,PR00005,SR02159,CONT07187,Import,In Yard,97,57.6,0.0
MV01573,DR04614,PR00005,SR01964,CONT04677,Import,Customs Hold,99,49.8,7.6
MV01574,DR04802,PR00001,SR07956,CONT01846,Import,Loaded,81,49.8,0.0
MV01575,DR09798,PR00007,SR06412,CONT06177,Import,In Yard,89,55.5,3.2
MV01576,DR00319,PR00002,SR05632,CONT05424,Export,In Yard,47,41.5,0.0
MV01577,DR06556,PR00001,SR01990,CONT06080,Import,In Yard,68,45.8,0.0
MV01578,DR06436,PR00001,SR06440,CONT04162,Export,Loaded,64,41.4,0.0
MV01579,DR08953,PR00003,SR09885,CONT00598,Export,Loaded,94,58.9,0.0
MV01580,DR04318,PR00001,SR07559,CONT04727,Export,In Yard,76,40.8,0.0
MV01581,DR09120,PR00005,SR00558,CONT01348,Transshipment,In Yard,39,45.0,4.1
MV01582,DR01107,PR00006,SR02037,CONT06954,Export,In Yard,111,63.1,0.0
MV01583,DR08834,PR00001,SR00381,CONT07778,Import,In Yard,48,35.7,0.0
MV01584,DR00134,PR00006,SR06820,CONT08952,Import,Loaded,103,58.0,0.0
MV01585,DR01113,PR00007,SR09719,CONT02444,Import,Gate Out,107,44.1,0.0
MV01586,DR06136,PR00001,SR01656,CONT05847,Export,In Yard,77,17.1,0.0
MV01587,DR04729,PR00005,SR09422,CONT03079,Export,Loaded,109,53.8,0.0
MV01588,DR05946,PR00007,SR05529,CONT07371,Import,In Yard,117,45.3,0.0
MV01589,DR03969,PR00006,SR05184,CONT09137,Import,Gate Out,80,69.2,0.0
MV01590,DR07698,PR00003,SR01275,CONT09837,Export,Gate Out,78,29.2,0.0
MV01591,DR07210,PR00006,SR00158,CONT09538,Export,Customs Hold,61,56.0,17.6
MV01592,DR01223,PR00005,SR02427,CONT04014,Import,In Yard,97,37.4,0.0
MV01593,DR06663,PR00002,SR05232,CONT06615,Export,Gate Out,66,45.8,0.0
MV01594,DR00632,PR00002,SR05971,CONT06975,Export,In Yard,15,23.6,0.0
MV01595,DR08978,PR00003,SR01177,CONT08452,Export,Discharged,104,23.9,0.0
MV01596,DR08387,PR00003,SR09508,CONT05840,Import,Gate Out,58,45.3,0.0
MV01597,DR01890,PR00002,SR01820,CONT00695,Export,Loaded,57,32.9,0.0
MV01598,DR01155,PR00001,SR03806,CONT00576,Import,Discharged,63,56.2,0.0
MV01599,DR00170,PR00006,SR04097,CONT02954,Transshipment,In Yard,76,62.3,0.0
MV01600,DR01204,PR00005,SR06385,CONT01885,Export,Discharged,113,31.8,0.0
MV01601,DR08011,PR00002,SR08647,CONT02870,Export,In Yard,62,49.7,0.0
MV01602,DR09396,PR00002,SR08504,CONT04627,Export,In Yard,36,23.0,0.0
MV01603,DR05830,PR00001,SR08787,CONT04799,Transshipment,Gate Out,82,39.7,0.0
MV01604,DR01232,PR00001,SR02967,CONT03994,Import,Loaded,69,17.8,0.0
MV01605,DR05107,PR00004,SR05071,CONT08642,Import,Gate Out,68,20.7,0.0
MV01606,DR04598,PR00001,SR08663,CONT00599,Export,Loaded,85,16.7,0.0
MV01607,DR08320,PR00007,SR06624,CONT03697,Import,Loaded,94,39.7,0.0
MV01608,DR08856,PR00002,SR06850,CONT08204,Export,In Yard,56,36.3,5.3
MV01609,DR06627,PR00001,SR04723,CONT08833,Export,Discharged,94,33.2,0.0
MV01610,DR02606,PR00006,SR02257,CONT02005,Import,Discharged,86,24.2,0.0
MV01611,DR08857,PR00003,SR01015,CONT06355,Import,In Yard,95,17.6,0.0
MV01612,DR04480,PR00002,SR04682,CONT02987,Export,Gate Out,99,43.6,0.0
MV01613,DR05435,PR00001,SR07212,CONT09287,Import,Loaded,25,44.3,0.0
MV01614,DR09783,PR00004,SR08039,CONT05253,Import,In Yard,86,45.7,0.0
MV01615,DR06763,PR00002,SR09022,CONT03406,Import,Discharged,60,63.8,0.0
MV01616,DR02941,PR00006,SR04708,CONT00268,Import,Customs Hold,66,45.0,15.7
MV01617,DR06351,PR00004,SR09173,CONT07341,Export,Gate Out,77,48.6,0.0
MV01618,DR07657,PR00006,SR07053,CONT00781,Transshipment,In Yard,80,43.2,0.0
MV01619,DR02890,PR00004,SR08027,CONT08267,Export,Customs Hold,64,36.3,12.9
MV01620,DR06359,PR00005,SR02648,CONT07160,Export,Discharged,109,49.9,0.0
MV01621,DR09941,PR00005,SR01688,CONT06111,Import,Discharged,91,58.9,0.0
MV01622,DR07214,PR00003,SR02522,CONT03839,Transshipment,Gate Out,94,52.4,0.0
MV01623,DR03573,PR00005,SR01739,CONT00400,Export,Loaded,77,50.6,0.0
MV01624,DR03747,PR00004,SR07911,CONT05980,Export,Discharged,113,67.1,0.0
MV01625,DR02488,PR00001,SR06611,CONT02197,Import,Gate Out,97,49.9,0.0
MV01626,DR07163,PR00005,SR04423,CONT04791,Import,Loaded,80,48.2,0.0
MV01627,DR09532,PR00002,SR02091,CONT03243,Import,Loaded,81,55.0,0.0
MV01628,DR05763,PR00004,SR06819,CONT06144,Import,Gate Out,127,37.2,0.0
MV01629,DR02001,PR00001,SR04724,CONT09195,Import,Discharged,79,60.6,0.0
MV01630,DR08712,PR00001,SR09873,CONT07282,Export,Discharged,42,21.3,2.4
MV01631,DR00324,PR00001,SR03231,CONT03750,Import,Discharged,91,38.5,0.0
MV01632,DR02831,PR00001,SR09920,CONT00210,Import,Gate Out,29,10.1,0.0
MV01633,DR04915,PR00001,SR05042,CONT04092,Export,Discharged,60,45.3,0.0
MV01634,DR00826,PR00001,SR04823,CONT07636,Transshipment,Loaded,114,61.2,0.0
MV01635,DR08834,PR00004,SR07658,CONT09835,Import,Loaded,74,26.3,0.0
MV01636,DR03259,PR00003,SR05637,CONT08708,Import,Loaded,81,43.3,0.0
MV01637,DR02776,PR00007,SR00340,CONT02445,Export,Customs Hold,129,40.1,11.8
MV01638,DR07471,PR00006,SR03100,CONT07390,Transshipment,Discharged,52,40.7,0.0
MV01639,DR07564,PR00001,SR01087,CONT00435,Export,Discharged,94,28.4,0.0
MV01640,DR05142,PR00003,SR05922,CONT03792,Import,Discharged,61,41.5,0.0
MV01641,DR04870,PR00003,SR06321,CONT08137,Export,Gate Out,135,69.4,0.0
MV01642,DR05338,PR00003,SR08349,CONT01714,Export,Customs Hold,93,42.5,9.1
MV01643,DR05468,PR00003,SR08050,CONT01544,Import,In Yard,98,52.0,0.0
MV01644,DR01503,PR00004,SR01613,CONT09216,Import,Customs Hold,31,41.4,10.4
MV01645,DR01063,PR00004,SR04710,CONT02223,Export,Customs Hold,108,35.4,12.8
MV01646,DR01555,PR00002,SR00695,CONT03774,Export,In Yard,54,41.1,2.9
MV01647,DR03492,PR00005,SR05165,CONT01150,Import,Loaded,104,43.0,0.0
MV01648,DR01520,PR00002,SR04257,CONT06264,Export,In Yard,79,46.9,0.0
MV01649,DR08685,PR00006,SR05467,CONT04140,Export,Discharged,95,50.6,0.0
MV01650,DR04500,PR00007,SR05022,CONT08912,Import,Gate Out,40,26.7,0.0
MV01651,DR09506,PR00002,SR09725,CONT05340,Import,In Yard,61,14.1,0.0
MV01652,DR05355,PR00006,SR00284,CONT01724,Import,Discharged,93,21.7,0.0
MV01653,DR07294,PR00006,SR06853,CONT07256,Transshipment,In Yard,104,44.2,0.0
MV01654,DR09440,PR00003,SR03609,CONT01589,Import,In Yard,128,55.8,0.0
MV01655,DR00291,PR00001,SR07952,CONT02803,Export,Customs Hold,81,28.5,12.2
MV01656,DR03122,PR00006,SR01436,CONT00192,Export,In Yard,106,44.3,0.0
MV01657,DR05909,PR00003,SR09909,CONT06100,Export,In Yard,98,40.5,0.0
MV01658,DR01017,PR00002,SR09754,CONT09726,Transshipment,Gate Out,62,32.6,0.0
MV01659,DR00046,PR00004,SR08992,CONT01738,Transshipment,In Yard,101,79.1,0.0
MV01660,DR04584,PR00003,SR06163,CONT06654,Export,In Yard,69,32.6,0.0
MV01661,DR01715,PR00001,SR06753,CONT06922,Import,Loaded,54,16.4,0.0
MV01662,DR05320,PR00007,SR06392,CONT08576,Import,Discharged,99,41.4,0.0
MV01663,DR04480,PR00002,SR06142,CONT00077,Import,In Yard,49,42.5,0.0
MV01664,DR05952,PR00003,SR00108,CONT06128,Export,Discharged,84,29.5,0.0
MV01665,DR05703,PR00004,SR02300,CONT07012,Import,Gate Out,61,42.2,0.0
MV01666,DR08762,PR00001,SR00589,CONT07500,Import,Loaded,63,28.5,5.2
MV01667,DR02230,PR00005,SR02096,CONT08040,Import,In Yard,54,34.4,0.0
MV01668,DR04326,PR00004,SR03396,CONT07466,Export,In Yard,83,37.3,0.0
MV01669,DR08289,PR00003,SR08469,CONT09045,Import,Gate Out,73,43.8,0.0
MV01670,DR00484,PR00003,SR01396,CONT01071,Import,Gate Out,54,50.3,0.0
MV01671,DR04855,PR00007,SR03136,CONT07625,Export,Gate Out,76,53.6,0.0
MV01672,DR08922,PR00007,SR00911,CONT01236,Export,Customs Hold,65,61.3,10.5
MV01673,DR09472,PR00001,SR03122,CONT02585,Export,In Yard,110,28.9,0.0
MV01674,DR04011,PR00003,SR03070,CONT01940,Export,Discharged,69,27.5,0.0
MV01675,DR07591,PR00003,SR06275,CONT09898,Export,In Yard,63,25.1,0.0
MV01676,DR00225,PR00007,SR09472,CONT01138,Import,Gate Out,103,51.0,0.0
MV01677,DR00153,PR00006,SR09542,CONT04970,Import,Loaded,119,39.5,0.0
MV01678,DR02872,PR00003,SR09338,CONT01632,Export,Loaded,46,28.0,0.0
MV01679,DR01850,PR00006,SR01292,CONT08959,Import,Gate Out,128,62.4,0.0
MV01680,DR04554,PR00003,SR05733,CONT08134,Export,In Yard,75,60.9,0.0
MV01681,DR05386,PR00002,SR03912,CONT04779,Transshipment,Discharged,66,46.5,0.0
MV01682,DR09370,PR00004,SR04839,CONT04970,Import,Gate Out,77,52.7,0.0
MV01683,DR00107,PR00002,SR04854,CONT01277,Export,Gate Out,70,30.9,0.0
MV01684,DR00441,PR00004,SR03686,CONT01722,Import,In Yard,108,46.8,0.0
MV01685,DR00427,PR00003,SR06202,CONT00535,Import,Discharged,71,51.8,0.0
MV01686,DR08736,PR00006,SR09873,CONT09168,Import,Discharged,96,52.1,0.0
MV01687,DR02389,PR00007,SR04128,CONT01394,Export,In Yard,103,64.5,0.0
MV01688,DR00906,PR00002,SR02209,CONT04601,Transshipment,In Yard,109,57.9,0.0
MV01689,DR02981,PR00003,SR02348,CONT07231,Import,Discharged,49,32.7,0.0
MV01690,DR06548,PR00005,SR03304,CONT09302,Export,Loaded,66,50.2,0.0
MV01691,DR03133,PR00001,SR06737,CONT04450,Import,In Yard,85,37.1,0.0
MV01692,DR01507,PR00006,SR06414,CONT01428,Import,Discharged,127,61.2,0.0
MV01693,DR04283,PR00004,SR02350,CONT02502,Export,In Yard,82,62.4,0.0
MV01694,DR03410,PR00001,SR07362,CONT00228,Export,Discharged,96,62.2,0.0
MV01695,DR02414,PR00006,SR01368,CONT01481,Export,In Yard,88,53.2,0.0
MV01696,DR08604,PR00003,SR00092,CONT08654,Transshipment,In Yard,67,42.1,0.0
MV01697,DR04906,PR00001,SR01870,CONT02837,Import,In Yard,75,62.0,1.3
MV01698,DR05956,PR00001,SR02341,CONT03012,Export,In Yard,83,32.8,0.0
MV01699,DR02449,PR00006,SR09139,CONT05043,Import,Discharged,89,66.3,0.0
MV01700,DR08390,PR00007,SR01584,CONT05423,Export,Gate Out,100,50.7,0.0
MV01701,DR08950,PR00003,SR07027,CONT08681,Import,Discharged,53,40.8,0.0
MV01702,DR02525,PR00001,SR00916,CONT03674,Import,In Yard,53,34.1,0.0
MV01703,DR06907,PR00001,SR07837,CONT09260,Export,Discharged,24,20.7,0.0
MV01704,DR04800,PR00004,SR07507,CONT09485,Import,Gate Out,91,61.6,4.5
MV01705,DR06410,PR00003,SR02844,CONT04090,Export,Loaded,78,42.3,0.0
MV01706,DR02054,PR00003,SR06311,CONT00545,Transshipment,In Yard,53,40.2,1.5
MV01707,DR09649,PR00002,SR04854,CONT04461,Import,In Yard,66,42.1,0.0
MV01708,DR08522,PR00003,SR06709,CONT03462,Export,Loaded,89,42.6,0.0
MV01709,DR04545,PR00004,SR07838,CONT00923,Transshipment,Discharged,107,22.3,0.0
MV01710,DR05540,PR00004,SR02468,CONT05479,Export,Discharged,102,48.2,0.0
MV01711,DR04752,PR00001,SR04902,CONT06271,Import,Loaded,72,17.7,0.0
MV01712,DR05297,PR00003,SR09955,CONT09866,Export,Loaded,60,42.1,0.0
MV01713,DR03189,PR00003,SR02754,CONT05563,Export,In Yard,56,59.6,0.0
MV01714,DR02853,PR00004,SR09483,CONT00934,Export,Discharged,106,38.2,0.0
MV01715,DR01466,PR00001,SR05871,CONT00101,Export,Gate Out,74,44.3,0.0
MV01716,DR01061,PR00001,SR04311,CONT00221,Import,Gate Out,60,33.7,0.0
MV01717,DR09609,PR00003,SR07119,CONT05273,Export,Gate Out,117,46.7,0.0
MV01718,DR05269,PR00002,SR01621,CONT07741,Import,Discharged,68,32.1,0.0
MV01719,DR05536,PR00004,SR03652,CONT06814,Export,In Yard,22,46.6,0.0
MV01720,DR01531,PR00003,SR02442,CONT03003,Export,Loaded,82,60.5,3.1
MV01721,DR05573,PR00002,SR00586,CONT04432,Transshipment,Gate Out,88,44.0,0.0
MV01722,DR00730,PR00004,SR05350,CONT03667,Import,Discharged,51,49.5,0.0
MV01723,DR05993,PR00003,SR03434,CONT00769,Import,Gate Out,46,49.9,0.0
MV01724,DR07145,PR00001,SR07328,CONT08221,Import,Discharged,81,40.8,0.0
