Truck_Movement_ID,Date_Record_ID,Port_Record_ID,Container_ID,Gate_ID,Truck_Type,Arrival_Hour,Waiting_Minutes,Processing_Minutes,Gate_Status
TRK01136,DR07031,PR00005,CONT06631,Gate 2,Trailer,11,59.4,37.9,Completed
TRK01137,DR08287,PR00006,CONT04810,Gate 3,Container Truck,22,85.4,27.6,Completed
TRK01138,DR02814,PR00002,CONT00755,Gate 5,Trailer,17,76.6,23.4,Completed
TRK01139,DR03296,PR00001,CONT08639,Gate 2,Tanker,13,57.6,26.1,Completed
TRK01140,DR09234,PR00007,CONT08211,Gate 4,Container Truck,19,46.6,17.1,Completed
TRK01141,DR06398,PR00004,CONT08901,Gate 5,Container Truck,22,60.6,13.8,Completed
TRK01142,DR00088,PR00003,CONT05350,Gate 4,Container Truck,13,45.3,23.4,Completed
TRK01143,DR03223,PR00001,CONT07940,Gate 5,Container Truck,21,52.4,14.9,Completed
TRK01144,DR00257,PR00007,CONT02865,Gate 5,Trailer,15,46.7,21.3,Completed
TRK01145,DR09571,PR00005,CONT06198,Gate 2,Container Truck,6,44.0,23.3,Completed
TRK01146,DR07936,PR00002,CONT00904,Gate 3,Trailer,11,68.6,35.4,Completed
TRK01147,DR09842,PR00001,CONT00831,Gate 3,Container Truck,9,97.1,22.5,Delayed
TRK01148,DR04625,PR00001,CONT01799,Gate 5,Container Truck,13,89.3,20.6,Completed
TRK01149,DR01656,PR00002,CONT02790,Gate 1,Trailer,9,70.3,34.8,Completed
TRK01150,DR09058,PR00001,CONT08033,Gate 4,Container Truck,18,37.7,23.9,Completed
TRK01151,DR07050,PR00002,CONT02776,Gate 2,Container Truck,6,57.0,21.4,Completed
TRK01152,DR01938,PR00001,CONT09504,Gate 4,Trailer,15,20.2,13.0,Completed
TRK01153,DR05148,PR00003,CONT01459,Gate 5,Trailer,14,26.0,18.7,Completed
TRK01154,DR04996,PR00003,CONT07737,Gate 1,Trailer,21,58.4,21.9,Completed
TRK01155,DR02503,PR00003,CONT08783,Gate 2,Container Truck,7,67.2,32.7,Completed
TRK01156,DR04012,PR00006,CONT05813,Gate 1,Container Truck,6,38.3,16.6,Completed
TRK01157,DR03354,PR00002,CONT02172,Gate 3,Container Truck,10,64.1,33.9,Completed
TRK01158,DR00897,PR00006,CONT02715,Gate 3,Trailer,11,78.7,39.2,Completed
TRK01159,DR02823,PR00007,CONT00015,Gate 1,Container Truck,10,50.2,13.7,Completed
TRK01160,DR03843,PR00007,CONT07808,Gate 4,Container Truck,7,22.4,17.5,Completed
TRK01161,DR04502,PR00001,CONT00561,Gate 4,Container Truck,16,41.8,29.5,Completed
TRK01162,DR05166,PR00002,CONT00931,Gate 5,Container Truck,9,77.5,23.5,Completed
TRK01163,DR05453,PR00004,CONT07280,Gate 1,Container Truck,22,33.7,21.1,Completed
TRK01164,DR05228,PR00001,CONT06887,Gate 4,Container Truck,14,36.6,25.6,Cancelled
TRK01165,DR06988,PR00001,CONT08510,Gate 4,Trailer,7,41.3,10.3,Completed
TRK01166,DR01748,PR00001,CONT02116,Gate 3,Trailer,12,50.2,29.8,Completed
TRK01167,DR03772,PR00004,CONT01031,Gate 2,Container Truck,15,42.5,14.6,Completed
TRK01168,DR03470,PR00006,CONT03244,Gate 3,Tanker,17,95.1,27.4,Delayed
TRK01169,DR05809,PR00002,CONT06097,Gate 1,Tanker,21,37.0,20.4,Completed
TRK01170,DR01325,PR00007,CONT09930,Gate 5,Trailer,10,72.8,16.2,Completed
TRK01171,DR09387,PR00006,CONT07128,Gate 3,Container Truck,22,84.5,20.6,Completed
TRK01172,DR01142,PR00001,CONT07104,Gate 4,Trailer,17,48.0,29.2,Completed
TRK01173,DR06696,PR00003,CONT02428,Gate 1,Container Truck,10,44.9,29.3,Completed
TRK01174,DR06780,PR00001,CONT09318,Gate 4,Container Truck,18,52.3,10.1,Completed
TRK01175,DR09531,PR00007,CONT04005,Gate 1,Trailer,10,75.2,21.9,Completed
TRK01176,DR06507,PR00005,CONT09783,Gate 5,Container Truck,19,77.5,15.6,Completed
TRK01177,DR08961,PR00005,CONT08227,Gate 1,Tanker,9,45.0,26.4,Completed
TRK01178,DR03071,PR00005,CONT00709,Gate 5,Tanker,18,44.1,23.7,Completed
TRK01179,DR09828,PR00002,CONT00719,Gate 5,Trailer,9,69.8,22.9,Completed
TRK01180,DR03014,PR00007,CONT01047,Gate 1,Trailer,8,60.7,18.1,Completed
TRK01181,DR00237,PR00007,CONT01905,Gate 4,Container Truck,14,24.4,14.5,Completed
TRK01182,DR07323,PR00005,CONT06752,Gate 5,Container Truck,9,71.5,26.3,Completed
TRK01183,DR01613,PR00003,CONT02750,Gate 5,Trailer,10,55.7,10.0,Completed
TRK01184,DR00391,PR00001,CONT02232,Gate 1,Container Truck,14,33.6,33.4,Completed
TRK01185,DR07399,PR00001,CONT02538,Gate 5,Trailer,14,54.2,13.7,Completed
TRK01186,DR03815,PR00001,CONT08209,Gate 2,Container Truck,17,57.8,13.4,Completed
TRK01187,DR03288,PR00004,CONT02107,Gate 5,Tanker,8,57.5,23.6,Completed
TRK01188,DR03200,PR00006,CONT07482,Gate 3,Container Truck,18,76.4,18.7,Completed
TRK01189,DR06347,PR00007,CONT09852,Gate 3,Trailer,20,86.6,28.5,Completed
TRK01190,DR07653,PR00001,CONT08852,Gate 1,Trailer,11,44.1,22.2,Completed
TRK01191,DR07439,PR00002,CONT00243,Gate 4,Container Truck,10,34.4,21.2,Completed
TRK01192,DR07728,PR00001,CONT09059,Gate 3,Container Truck,17,70.0,33.3,Completed
TRK01193,DR02211,PR00007,CONT02501,Gate 1,Container Truck,19,62.8,11.8,Completed
TRK01194,DR03205,PR00006,CONT03593,Gate 3,Container Truck,20,69.4,23.6,Completed
TRK01195,DR02522,PR00003,CONT01689,Gate 2,Trailer,7,67.9,29.9,Cancelled
TRK01196,DR08575,PR00004,CONT00883,Gate 2,Container Truck,18,70.2,37.4,Completed
TRK01197,DR06771,PR00004,CONT02982,Gate 2,Container Truck,14,60.8,20.7,Cancelled
TRK01198,DR01388,PR00002,CONT06216,Gate 1,Trailer,7,32.5,9.9,Completed
TRK01199,DR05047,PR00001,CONT00841,Gate 4,Container Truck,20,41.1,29.3,Completed
TRK01200,DR08370,PR00002,CONT07451,Gate 2,Container Truck,11,63.2,11.7,Completed
TRK01201,DR06802,PR00002,CONT02179,Gate 3,Trailer,7,85.6,20.2,Completed
TRK01202,DR02723,PR00004,CONT04801,Gate 2,Trailer,21,61.0,27.4,Completed
TRK01203,DR03499,PR00002,CONT09093,Gate 5,Trailer,13,50.6,20.4,Completed
TRK01204,DR01088,PR00005,CONT07247,Gate 2,Container Truck,11,74.0,23.9,Completed
TRK01205,DR09949,PR00004,CONT06825,Gate 1,Container Truck,16,51.8,31.2,Completed
TRK01206,DR04482,PR00003,CONT03055,Gate 2,Trailer,15,63.9,44.8,Completed
TRK01207,DR00788,PR00007,CONT03070,Gate 5,Container Truck,19,64.6,10.6,Completed
TRK01208,DR09102,PR00002,CONT07837,Gate 2,Container Truck,21,61.3,14.8,Completed
TRK01209,DR03557,PR00004,CONT07452,Gate 3,Container Truck,16,77.6,19.5,Completed
TRK01210,DR00967,PR00001,CONT08369,Gate 5,Trailer,7,35.4,38.4,Completed
TRK01211,DR05045,PR00005,CONT01546,Gate 5,Container Truck,11,58.8,20.9,Completed
TRK01212,DR01546,PR00003,CONT02603,Gate 1,Container Truck,13,40.5,33.6,Completed
TRK01213,DR09782,PR00002,CONT07342,Gate 2,Trailer,11,67.1,21.9,Completed
TRK01214,DR06913,PR00001,CONT07191,Gate 5,Tanker,13,49.0,15.2,Completed
TRK01215,DR00547,PR00005,CONT05327,Gate 5,Trailer,19,78.6,22.1,Completed
TRK01216,DR04085,PR00004,CONT05493,Gate 5,Trailer,19,65.7,13.4,Completed
TRK01217,DR04792,PR00004,CONT03465,Gate 1,Container Truck,8,38.6,32.5,Completed
TRK01218,DR04111,PR00003,CONT02773,Gate 1,Tanker,14,26.3,29.6,Completed
TRK01219,DR07364,PR00004,CONT03162,Gate 4,Container Truck,7,45.1,8.0,Completed
TRK01220,DR03753,PR00004,CONT02466,Gate 3,Container Truck,14,61.7,25.4,Completed
TRK01221,DR00254,PR00002,CONT08745,Gate 1,Container Truck,10,48.2,19.3,Completed
TRK01222,DR02864,PR00003,CONT04714,Gate 3,Container Truck,16,65.1,28.8,Completed
TRK01223,DR04781,PR00003,CONT02113,Gate 4,Trailer,17,45.4,15.1,Completed
TRK01224,DR08565,PR00006,CONT07864,Gate 4,Container Truck,17,35.3,29.8,Completed
TRK01225,DR04610,PR00003,CONT02538,Gate 1,Container Truck,17,49.2,12.1,Completed
TRK01226,DR00020,PR00003,CONT02370,Gate 2,Trailer,10,65.6,10.9,Completed
TRK01227,DR07947,PR00007,CONT04510,Gate 2,Trailer,15,71.7,22.5,Completed
TRK01228,DR05407,PR00006,CONT06137,Gate 4,Trailer,13,29.0,23.7,Completed
TRK01229,DR09874,PR00002,CONT02094,Gate 3,Container Truck,10,83.0,22.5,Completed
TRK01230,DR07811,PR00007,CONT07722,Gate 2,Container Truck,14,41.7,21.4,Completed
TRK01231,DR02942,PR00001,CONT08165,Gate 5,Container Truck,10,55.0,30.9,Completed
TRK01232,DR01510,PR00006,CONT08173,Gate 4,Container Truck,21,34.3,21.9,Completed
TRK01233,DR00264,PR00001,CONT07067,Gate 4,Container Truck,15,21.7,13.5,Completed
TRK01234,DR08257,PR00003,CONT04497,Gate 3,Container Truck,9,57.3,16.8,Completed
TRK01235,DR00267,PR00007,CONT05534,Gate 1,Trailer,7,36.5,23.8,Completed
TRK01236,DR03450,PR00001,CONT02766,Gate 2,Trailer,18,82.0,13.3,Completed
TRK01237,DR09308,PR00006,CONT03687,Gate 2,Trailer,21,62.2,23.4,Completed
TRK01238,DR08907,PR00003,CONT08809,Gate 2,Container Truck,18,63.1,24.6,Completed
TRK01239,DR03440,PR00001,CONT09159,Gate 1,Container Truck,21,25.9,29.2,Completed
TRK01240,DR03720,PR00007,CONT02588,Gate 2,Trailer,8,62.1,23.3,Completed
TRK01241,DR01609,PR00004,CONT04237,Gate 2,Container Truck,7,68.1,18.6,Completed
TRK01242,DR01986,PR00006,CONT06021,Gate 4,Container Truck,6,41.2,29.0,Completed
TRK01243,DR07413,PR00006,CONT07058,Gate 5,Trailer,21,50.6,16.1,Completed
TRK01244,DR01197,PR00001,CONT05256,Gate 4,Trailer,6,22.4,20.4,Completed
TRK01245,DR07476,PR00002,CONT02053,Gate 2,Container Truck,13,53.9,25.8,Completed
TRK01246,DR05149,PR00002,CONT02264,Gate 5,Container Truck,12,46.8,22.3,Completed
TRK01247,DR01530,PR00003,CONT07797,Gate 3,Trailer,14,55.1,31.6,Completed
TRK01248,DR00974,PR00001,CONT04644,Gate 3,Container Truck,7,72.7,14.9,Completed
TRK01249,DR00138,PR00003,CONT03084,Gate 5,Container Truck,14,47.5,42.0,Completed
TRK01250,DR01708,PR00006,CONT04860,Gate 4,Tanker,19,65.3,21.2,Completed
TRK01251,DR07685,PR00001,CONT05139,Gate 3,Container Truck,17,82.9,22.5,Cancelled
TRK01252,DR06815,PR00005,CONT05253,Gate 3,Container Truck,21,64.2,29.4,Completed
TRK01253,DR03065,PR00003,CONT08030,Gate 1,Container Truck,22,49.1,25.8,Completed
TRK01254,DR03330,PR00001,CONT05132,Gate 3,Container Truck,7,73.1,24.5,Completed
TRK01255,DR00138,PR00001,CONT01651,Gate 5,Container Truck,15,31.7,15.4,Completed
TRK01256,DR02396,PR00001,CONT05475,Gate 1,Tanker,21,46.9,25.9,Completed
TRK01257,DR05722,PR00004,CONT05640,Gate 1,Container Truck,15,41.2,33.3,Completed
TRK01258,DR05630,PR00001,CONT01876,Gate 5,Trailer,10,58.5,15.3,Completed
TRK01259,DR02081,PR00006,CONT03390,Gate 2,Tanker,21,56.5,30.2,Completed
TRK01260,DR05715,PR00006,CONT00135,Gate 3,Container Truck,12,79.2,16.0,Completed
TRK01261,DR00550,PR00001,CONT05629,Gate 5,Trailer,17,60.7,17.4,Completed
TRK01262,DR00151,PR00006,CONT00060,Gate 5,Trailer,13,59.2,23.9,Completed
TRK01263,DR06378,PR00007,CONT00668,Gate 3,Container Truck,8,87.0,37.2,Completed
TRK01264,DR08533,PR00001,CONT08622,Gate 4,Container Truck,17,51.6,15.6,Completed
TRK01265,DR00935,PR00007,CONT08739,Gate 4,Trailer,22,39.9,23.7,Completed
TRK01266,DR07814,PR00002,CONT04190,Gate 5,Container Truck,12,49.4,22.3,Completed
TRK01267,DR00185,PR00004,CONT09656,Gate 5,Tanker,7,49.8,13.3,Completed
TRK01268,DR03640,PR00001,CONT05310,Gate 2,Container Truck,13,63.9,37.6,Completed
TRK01269,DR02028,PR00006,CONT07244,Gate 5,Container Truck,22,31.4,36.2,Cancelled
TRK01270,DR07506,PR00006,CONT06375,Gate 4,Container Truck,11,54.3,11.9,Completed
TRK01271,DR06602,PR00007,CONT01918,Gate 2,Container Truck,20,74.6,18.3,Completed
TRK01272,DR02220,PR00007,CONT07800,Gate 1,Container Truck,7,53.7,31.0,Completed
TRK01273,DR01230,PR00001,CONT01794,Gate 1,Container Truck,9,46.8,19.8,Completed
TRK01274,DR03893,PR00004,CONT02172,Gate 3,Container Truck,21,60.7,45.5,Completed
TRK01275,DR08106,PR00002,CONT05203,Gate 1,Tanker,8,46.2,15.1,Completed
TRK01276,DR08242,PR00001,CONT04990,Gate 1,Trailer,16,41.3,17.6,Completed
TRK01277,DR08600,PR00001,CONT07743,Gate 5,Trailer,15,49.8,22.1,Completed
TRK01278,DR06202,PR00007,CONT08665,Gate 3,Trailer,22,70.4,28.1,Completed
TRK01279,DR03196,PR00005,CONT05734,Gate 5,Container Truck,21,47.0,27.0,Completed
TRK01280,DR05025,PR00001,CONT03316,Gate 5,Trailer,8,50.5,20.5,Cancelled
TRK01281,DR09620,PR00007,CONT09289,Gate 1,Trailer,14,42.3,11.8,Completed
TRK01282,DR02957,PR00006,CONT00441,Gate 5,Container Truck,16,52.3,34.7,Completed
TRK01283,DR02553,PR00002,CONT00851,Gate 1,Container Truck,17,57.2,33.2,Completed
TRK01284,DR02879,PR00003,CONT03590,Gate 3,Container Truck,21,78.7,45.4,Completed
TRK01285,DR03389,PR00005,CONT01891,Gate 4,Trailer,8,50.5,15.6,Completed
TRK01286,DR02017,PR00005,CONT06198,Gate 3,Container Truck,20,79.9,27.4,Completed
TRK01287,DR09644,PR00003,CONT06323,Gate 5,Container Truck,6,47.6,26.4,Completed
TRK01288,DR09463,PR00003,CONT06585,Gate 5,Container Truck,16,68.5,13.6,Completed
TRK01289,DR07663,PR00001,CONT04168,Gate 3,Container Truck,12,63.2,30.7,Cancelled
TRK01290,DR08834,PR00003,CONT00257,Gate 1,Container Truck,20,71.4,26.9,Completed
TRK01291,DR04822,PR00002,CONT07813,Gate 5,Trailer,8,68.9,8.0,Completed
TRK01292,DR01665,PR00002,CONT00041,Gate 3,Tanker,17,91.8,28.7,Completed
TRK01293,DR02163,PR00002,CONT03323,Gate 1,Container Truck,6,54.9,9.0,Completed
TRK01294,DR07804,PR00004,CONT08621,Gate 4,Container Truck,16,39.8,24.8,Completed
TRK01295,DR07486,PR00003,CONT07867,Gate 5,Container Truck,6,55.4,13.8,Completed
TRK01296,DR02825,PR00003,CONT08300,Gate 4,Tanker,18,46.8,18.5,Completed
TRK01297,DR01402,PR00001,CONT01837,Gate 3,Trailer,13,60.2,15.3,Completed
TRK01298,DR06292,PR00007,CONT04554,Gate 3,Container Truck,8,88.9,23.0,Completed
TRK01299,DR01994,PR00002,CONT08732,Gate 1,Container Truck,12,31.4,8.0,Completed
TRK01300,DR02884,PR00003,CONT08353,Gate 3,Container Truck,8,71.6,30.4,Completed
TRK01301,DR05366,PR00001,CONT00158,Gate 1,Trailer,17,52.4,30.3,Completed
TRK01302,DR01554,PR00005,CONT07143,Gate 1,Container Truck,13,29.5,13.5,Completed
TRK01303,DR09262,PR00003,CONT01538,Gate 4,Container Truck,16,22.7,15.0,Completed
TRK01304,DR02473,PR00003,CONT09690,Gate 2,Container Truck,20,89.3,13.3,Completed
TRK01305,DR06892,PR00006,CONT05012,Gate 2,Container Truck,16,76.0,26.8,Completed
TRK01306,DR08297,PR00005,CONT01431,Gate 3,Trailer,22,68.4,37.7,Completed
TRK01307,DR06041,PR00003,CONT08596,Gate 3,Container Truck,16,69.9,35.0,Completed
TRK01308,DR01013,PR00003,CONT09149,Gate 1,Tanker,11,59.3,25.4,Completed
TRK01309,DR01054,PR00007,CONT01395,Gate 1,Container Truck,9,82.3,27.5,Completed
TRK01310,DR01811,PR00007,CONT01786,Gate 5,Trailer,8,64.1,21.8,Completed
TRK01311,DR08778,PR00005,CONT00753,Gate 1,Trailer,20,41.1,25.6,Completed
TRK01312,DR08895,PR00005,CONT06159,Gate 1,Container Truck,21,33.5,34.1,Completed
TRK01313,DR02507,PR00006,CONT06979,Gate 4,Container Truck,6,40.1,32.3,Completed
TRK01314,DR05000,PR00007,CONT06822,Gate 1,Trailer,13,43.9,26.3,Completed
TRK01315,DR06527,PR00001,CONT05502,Gate 4,Container Truck,11,51.9,27.8,Completed
TRK01316,DR06065,PR00007,CONT08894,Gate 2,Trailer,17,54.9,21.5,Completed
TRK01317,DR05965,PR00005,CONT08149,Gate 2,Trailer,8,84.7,20.8,Completed
TRK01318,DR05465,PR00004,CONT00579,Gate 5,Container Truck,20,60.3,35.8,Completed
TRK01319,DR09431,PR00003,CONT09850,Gate 1,Trailer,18,53.1,17.3,Completed
TRK01320,DR00771,PR00002,CONT06874,Gate 5,Trailer,20,55.8,31.3,Completed
TRK01321,DR02275,PR00006,CONT02467,Gate 4,Container Truck,14,27.8,21.7,Completed
TRK01322,DR02769,PR00004,CONT08237,Gate 3,Trailer,9,69.1,25.4,Completed
TRK01323,DR07829,PR00002,CONT04383,Gate 4,Trailer,9,52.9,22.8,Completed
TRK01324,DR04182,PR00004,CONT06994,Gate 4,Container Truck,12,31.5,17.2,Completed
TRK01325,DR02926,PR00001,CONT02072,Gate 1,Container Truck,9,36.4,26.1,Completed
TRK01326,DR05689,PR00003,CONT01144,Gate 4,Container Truck,8,36.5,26.6,Completed
TRK01327,DR01407,PR00004,CONT01776,Gate 5,Container Truck,13,29.3,32.2,Completed
TRK01328,DR02926,PR00004,CONT03947,Gate 1,Trailer,19,32.1,29.5,Completed
TRK01329,DR07736,PR00001,CONT03343,Gate 1,Container Truck,9,49.7,27.2,Completed
TRK01330,DR03749,PR00001,CONT01246,Gate 1,Trailer,17,54.9,29.0,Completed
TRK01331,DR01182,PR00002,CONT00281,Gate 5,Container Truck,10,87.7,19.7,Completed
TRK01332,DR02180,PR00004,CONT04750,Gate 2,Trailer,19,60.5,18.0,Completed
TRK01333,DR04647,PR00007,CONT02343,Gate 1,Container Truck,21,54.0,8.0,Completed
TRK01334,DR05214,PR00005,CONT07531,Gate 2,Trailer,13,64.0,23.8,Completed
TRK01335,DR04674,PR00005,CONT07593,Gate 3,Trailer,12,74.0,38.0,Completed
TRK01336,DR04876,PR00002,CONT02685,Gate 4,Container Truck,7,26.1,16.2,Completed
TRK01337,DR06616,PR00001,CONT04950,Gate 1,Container Truck,8,49.7,19.2,Completed
TRK01338,DR04094,PR00006,CONT09989,Gate 5,Container Truck,14,55.8,17.2,Completed
TRK01339,DR02040,PR00003,CONT06585,Gate 2,Container Truck,11,63.7,29.6,Completed
TRK01340,DR03176,PR00001,CONT09450,Gate 2,Tanker,11,87.6,22.4,Completed
TRK01341,DR08629,PR00003,CONT00584,Gate 4,Trailer,21,21.3,25.6,Completed
TRK01342,DR09197,PR00005,CONT07740,Gate 4,Trailer,21,36.0,26.7,Completed
TRK01343,DR02208,PR00002,CONT05970,Gate 4,Container Truck,11,43.5,9.8,Completed
TRK01344,DR00789,PR00001,CONT00211,Gate 5,Trailer,19,69.2,28.4,Completed
TRK01345,DR03411,PR00004,CONT08321,Gate 4,Trailer,14,38.8,28.1,Completed
TRK01346,DR09015,PR00001,CONT08591,Gate 5,Trailer,14,47.8,18.6,Completed
TRK01347,DR04272,PR00003,CONT06142,Gate 1,Trailer,7,34.8,20.2,Completed
TRK01348,DR05506,PR00006,CONT02044,Gate 5,Container Truck,21,46.1,15.2,Completed
TRK01349,DR09164,PR00007,CONT04240,Gate 3,Trailer,7,60.8,33.5,Completed
TRK01350,DR03811,PR00003,CONT08934,Gate 3,Container Truck,7,61.0,43.4,Completed
TRK01351,DR06421,PR00001,CONT02286,Gate 5,Container Truck,12,48.1,20.0,Completed
TRK01352,DR08093,PR00003,CONT00695,Gate 2,Trailer,19,69.5,21.0,Completed
TRK01353,DR04165,PR00002,CONT01802,Gate 5,Trailer,6,59.0,23.6,Completed
TRK01354,DR04843,PR00006,CONT07859,Gate 5,Trailer,6,58.3,20.0,Cancelled
TRK01355,DR03090,PR00005,CONT09966,Gate 2,Container Truck,21,55.4,14.4,Completed
TRK01356,DR02576,PR00003,CONT04246,Gate 5,Container Truck,16,65.8,21.2,Completed
TRK01357,DR05860,PR00005,CONT03431,Gate 2,Trailer,6,72.1,18.1,Completed
TRK01358,DR04842,PR00002,CONT02543,Gate 1,Container Truck,7,28.8,35.7,Completed
TRK01359,DR05247,PR00003,CONT00128,Gate 4,Container Truck,14,19.2,22.8,Completed
TRK01360,DR07831,PR00007,CONT06541,Gate 5,Container Truck,8,59.6,30.0,Completed
TRK01361,DR03844,PR00002,CONT08746,Gate 3,Trailer,11,67.8,20.5,Completed
TRK01362,DR08914,PR00002,CONT00578,Gate 5,Container Truck,11,56.6,24.8,Completed
TRK01363,DR06286,PR00006,CONT00867,Gate 2,Container Truck,7,57.6,29.3,Completed
TRK01364,DR04936,PR00003,CONT09156,Gate 5,Container Truck,14,54.7,39.4,Completed
TRK01365,DR07481,PR00002,CONT03927,Gate 1,Trailer,13,34.8,32.3,Completed
TRK01366,DR07959,PR00001,CONT05841,Gate 5,Trailer,14,44.6,25.7,Completed
TRK01367,DR01976,PR00003,CONT00469,Gate 4,Tanker,9,46.8,23.7,Completed
TRK01368,DR05250,PR00003,CONT09875,Gate 1,Container Truck,18,56.4,25.3,Completed
TRK01369,DR07658,PR00003,CONT01279,Gate 3,Container Truck,17,75.2,24.3,Completed
TRK01370,DR08035,PR00002,CONT07618,Gate 2,Trailer,20,70.0,35.7,Completed
TRK01371,DR05209,PR00003,CONT05476,Gate 5,Container Truck,6,44.0,28.1,Completed
TRK01372,DR00249,PR00004,CONT03500,Gate 4,Trailer,20,44.8,26.4,Cancelled
TRK01373,DR04180,PR00006,CONT00851,Gate 2,Container Truck,19,64.1,22.3,Completed
TRK01374,DR08628,PR00004,CONT06224,Gate 4,Trailer,16,27.6,16.8,Completed
TRK01375,DR00186,PR00004,CONT05619,Gate 2,Container Truck,8,61.7,26.9,Completed
TRK01376,DR00012,PR00006,CONT00151,Gate 3,Trailer,21,67.1,23.9,Completed
TRK01377,DR09115,PR00001,CONT05224,Gate 1,Container Truck,16,29.2,31.9,Completed
TRK01378,DR09537,PR00002,CONT07752,Gate 5,Trailer,14,36.7,12.3,Cancelled
TRK01379,DR02451,PR00001,CONT05568,Gate 2,Container Truck,22,71.2,28.3,Completed
TRK01380,DR08716,PR00002,CONT02718,Gate 5,Trailer,17,66.7,26.6,Completed
TRK01381,DR08080,PR00007,CONT06531,Gate 5,Trailer,16,50.3,30.7,Completed
TRK01382,DR08135,PR00002,CONT04085,Gate 4,Container Truck,8,26.0,38.6,Completed
TRK01383,DR05756,PR00006,CONT01434,Gate 1,Container Truck,15,36.0,23.1,Completed
TRK01384,DR02800,PR00001,CONT02575,Gate 3,Container Truck,22,86.3,25.2,Completed
TRK01385,DR06853,PR00003,CONT04161,Gate 5,Trailer,13,47.0,14.5,Completed
TRK01386,DR04606,PR00002,CONT04107,Gate 5,Container Truck,21,25.5,20.4,Completed
TRK01387,DR05508,PR00002,CONT04103,Gate 4,Container Truck,15,34.5,15.8,Completed
TRK01388,DR05433,PR00003,CONT04144,Gate 3,Trailer,11,86.2,23.7,Completed
TRK01389,DR04543,PR00004,CONT04397,Gate 5,Trailer,13,52.0,19.8,Completed
TRK01390,DR09067,PR00003,CONT05635,Gate 2,Container Truck,11,72.5,17.4,Completed
TRK01391,DR00067,PR00006,CONT03891,Gate 3,Trailer,15,80.1,14.9,Completed
TRK01392,DR03166,PR00007,CONT03089,Gate 4,Trailer,16,38.7,21.5,Completed
TRK01393,DR03633,PR00003,CONT02637,Gate 2,Container Truck,17,61.2,15.3,Completed
TRK01394,DR09670,PR00007,CONT09585,Gate 5,Container Truck,15,22.3,29.7,Completed
TRK01395,DR06792,PR00001,CONT06303,Gate 4,Container Truck,7,39.9,9.0,Completed
TRK01396,DR02213,PR00002,CONT07884,Gate 5,Trailer,7,38.8,27.6,Completed
TRK01397,DR07070,PR00003,CONT01918,Gate 5,Trailer,22,31.9,27.9,Completed
TRK01398,DR02778,PR00004,CONT08781,Gate 2,Container Truck,10,79.7,29.1,Completed
TRK01399,DR05248,PR00004,CONT08396,Gate 5,Container Truck,18,60.3,28.5,Completed
TRK01400,DR08950,PR00004,CONT09478,Gate 3,Container Truck,18,82.7,29.0,Completed
TRK01401,DR02462,PR00006,CONT06074,Gate 5,Trailer,18,66.6,18.1,Completed
TRK01402,DR02433,PR00002,CONT02243,Gate 3,Container Truck,16,59.6,21.8,Completed
TRK01403,DR09347,PR00006,CONT08811,Gate 4,Trailer,13,22.9,17.7,Completed
TRK01404,DR03801,PR00004,CONT05542,Gate 4,Tanker,6,56.2,17.8,Completed
TRK01405,DR07767,PR00003,CONT06289,Gate 2,Trailer,10,78.3,34.7,Completed
TRK01406,DR08958,PR00002,CONT07114,Gate 3,Trailer,14,71.2,25.3,Completed
TRK01407,DR03382,PR00002,CONT07397,Gate 1,Container Truck,6,30.8,27.2,Completed
TRK01408,DR00527,PR00003,CONT00434,Gate 1,Trailer,7,28.3,20.0,Completed
TRK01409,DR09192,PR00005,CONT09149,Gate 5,Trailer,15,70.0,8.0,Completed
TRK01410,DR04052,PR00003,CONT03128,Gate 3,Container Truck,18,86.1,21.5,Completed
TRK01411,DR01429,PR00001,CONT07770,Gate 5,Container Truck,8,56.1,25.5,Completed
TRK01412,DR00733,PR00005,CONT03354,Gate 4,Container Truck,11,69.5,27.1,Completed
TRK01413,DR01409,PR00004,CONT00410,Gate 2,Container Truck,7,61.8,18.6,Completed
TRK01414,DR04090,PR00007,CONT03956,Gate 3,Container Truck,21,64.5,11.6,Completed
TRK01415,DR05929,PR00003,CONT07906,Gate 5,Trailer,21,35.4,17.0,Cancelled
TRK01416,DR00077,PR00004,CONT04543,Gate 5,Container Truck,16,48.1,26.5,Completed
TRK01417,DR08247,PR00003,CONT00118,Gate 3,Container Truck,21,67.9,30.6,Completed
TRK01418,DR05326,PR00005,CONT05481,Gate 5,Tanker,18,44.5,29.7,Completed
TRK01419,DR05737,PR00003,CONT00360,Gate 5,Container Truck,15,71.4,21.9,Completed
TRK01420,DR02356,PR00001,CONT01304,Gate 3,Container Truck,16,71.9,15.2,Completed
TRK01421,DR03796,PR00007,CONT05016,Gate 4,Container Truck,12,25.8,20.5,Completed
TRK01422,DR01024,PR00005,CONT03310,Gate 1,Container Truck,12,57.0,25.6,Cancelled
TRK01423,DR00840,PR00004,CONT06687,Gate 2,Container Truck,12,64.8,8.9,Completed
TRK01424,DR01215,PR00003,CONT02611,Gate 4,Container Truck,22,26.2,18.8,Completed
TRK01425,DR00917,PR00005,CONT02892,Gate 4,Container Truck,11,31.2,24.3,Cancelled
TRK01426,DR01276,PR00001,CONT09282,Gate 3,Tanker,16,75.0,28.8,Completed
