Yard_Record_ID,Date_Record_ID,Port_Record_ID,Yard_ID,Capacity_TEUs,Occupied_TEUs,Available_TEUs,Utilization_Percentage,Inbound_Containers,Outbound_Containers,Long_Stay_Containers
YRD01720,DR00818,PR00003,Yard D,11000,7436,3564,67.6,250,267,40
YRD01721,DR04083,PR00002,Yard C,13000,11063,1937,85.1,224,297,79
YRD01722,DR03030,PR00004,Yard B,12000,8952,3048,74.6,192,238,68
YRD01723,DR00195,PR00003,Yard D,11000,8272,2728,75.2,346,246,73
YRD01724,DR03129,PR00001,Yard A,14000,13566,434,96.9,209,213,123
YRD01725,DR07208,PR00006,Yard B,12000,9228,2772,76.9,194,292,73
YRD01726,DR00540,PR00003,Yard E,12500,11400,1100,91.2,250,213,93
YRD01727,DR07145,PR00007,Yard C,13000,11453,1547,88.1,216,205,67
YRD01728,DR04925,PR00001,Yard D,11000,6391,4609,58.1,247,187,16
YRD01729,DR06811,PR00006,Yard B,12000,9252,2748,77.1,286,174,58
YRD01730,DR01245,PR00006,Yard A,14000,13678,322,97.7,282,266,101
YRD01731,DR06731,PR00001,Yard E,12500,11700,800,93.6,276,265,67
YRD01732,DR00114,PR00003,Yard E,12500,11812,688,94.5,259,305,70
YRD01733,DR01733,PR00004,Yard C,13000,10608,2392,81.6,216,196,98
YRD01734,DR05014,PR00003,Yard D,11000,7436,3564,67.6,194,234,45
YRD01735,DR08993,PR00003,Yard D,11000,7326,3674,66.6,236,204,52
YRD01736,DR05072,PR00007,Yard A,14000,13790,210,98.5,321,281,61
YRD01737,DR06408,PR00005,Yard E,12500,11025,1475,88.2,213,322,81
YRD01738,DR08694,PR00007,Yard D,11000,7370,3630,67.0,271,180,20
YRD01739,DR08035,PR00006,Yard E,12500,11725,775,93.8,265,229,68
YRD01740,DR00572,PR00006,Yard D,11000,6809,4191,61.9,241,196,29
YRD01741,DR05418,PR00005,Yard A,14000,13790,210,98.5,218,231,115
YRD01742,DR07206,PR00004,Yard C,13000,10491,2509,80.7,322,261,59
YRD01743,DR03559,PR00006,Yard B,12000,8472,3528,70.6,330,268,51
YRD01744,DR00643,PR00004,Yard C,13000,11921,1079,91.7,247,233,100
YRD01745,DR06102,PR00001,Yard E,12500,11400,1100,91.2,258,274,89
YRD01746,DR05786,PR00004,Yard A,14000,13790,210,98.5,317,233,100
YRD01747,DR08499,PR00001,Yard A,14000,13412,588,95.8,218,230,49
YRD01748,DR03600,PR00007,Yard E,12500,12188,312,97.5,259,255,106
YRD01749,DR09646,PR00004,Yard C,13000,11648,1352,89.6,256,180,82
YRD01750,DR06161,PR00004,Yard D,11000,7425,3575,67.5,218,286,47
YRD01751,DR08387,PR00001,Yard A,14000,11914,2086,85.1,183,174,94
YRD01752,DR06236,PR00003,Yard E,12500,12075,425,96.6,360,290,86
YRD01753,DR03614,PR00002,Yard E,12500,11288,1212,90.3,211,233,82
YRD01754,DR00670,PR00005,Yard B,12000,9600,2400,80.0,226,236,69
YRD01755,DR00806,PR00004,Yard A,14000,13790,210,98.5,283,288,80
YRD01756,DR04201,PR00003,Yard A,14000,13790,210,98.5,360,233,98
YRD01757,DR08429,PR00002,Yard E,12500,11612,888,92.9,190,248,72
YRD01758,DR03023,PR00003,Yard D,11000,8305,2695,75.5,206,238,86
YRD01759,DR09064,PR00003,Yard B,12000,8184,3816,68.2,229,211,66
YRD01760,DR08383,PR00006,Yard C,13000,11128,1872,85.6,222,208,85
YRD01761,DR04136,PR00006,Yard C,13000,11674,1326,89.8,213,226,80
YRD01762,DR08063,PR00005,Yard B,12000,9372,2628,78.1,278,270,82
YRD01763,DR06039,PR00002,Yard B,12000,9108,2892,75.9,269,226,31
YRD01764,DR00902,PR00001,Yard E,12500,10962,1538,87.7,224,277,92
YRD01765,DR09488,PR00007,Yard A,14000,13524,476,96.6,202,175,105
YRD01766,DR06929,PR00007,Yard A,14000,13734,266,98.1,214,200,93
YRD01767,DR09440,PR00001,Yard B,12000,9192,2808,76.6,303,204,77
YRD01768,DR05636,PR00005,Yard B,12000,8724,3276,72.7,271,261,66
YRD01769,DR06074,PR00003,Yard E,12500,11250,1250,90.0,195,238,86
YRD01770,DR01473,PR00001,Yard D,11000,7502,3498,68.2,199,211,52
YRD01771,DR08772,PR00007,Yard A,14000,13286,714,94.9,154,233,61
YRD01772,DR06421,PR00007,Yard C,13000,12220,780,94.0,226,220,109
YRD01773,DR02355,PR00007,Yard C,13000,11037,1963,84.9,242,177,51
YRD01774,DR03569,PR00001,Yard C,13000,11115,1885,85.5,256,266,81
YRD01775,DR06060,PR00003,Yard C,13000,10621,2379,81.7,265,185,55
YRD01776,DR08717,PR00006,Yard B,12000,8472,3528,70.6,193,289,38
YRD01777,DR05766,PR00005,Yard C,13000,10816,2184,83.2,215,243,73
YRD01778,DR06535,PR00003,Yard A,14000,13790,210,98.5,335,228,93
YRD01779,DR02279,PR00003,Yard B,12000,9444,2556,78.7,248,167,63
YRD01780,DR01272,PR00001,Yard D,11000,7678,3322,69.8,303,275,83
YRD01781,DR03652,PR00004,Yard C,13000,11518,1482,88.6,160,172,81
YRD01782,DR03472,PR00006,Yard C,13000,11297,1703,86.9,320,150,74
YRD01783,DR08154,PR00001,Yard C,13000,10855,2145,83.5,215,261,70
YRD01784,DR00107,PR00001,Yard A,14000,13790,210,98.5,234,226,92
YRD01785,DR01044,PR00003,Yard A,14000,13188,812,94.2,197,288,62
YRD01786,DR06428,PR00004,Yard C,13000,10894,2106,83.8,167,226,60
YRD01787,DR09615,PR00002,Yard E,12500,12100,400,96.8,273,271,91
YRD01788,DR08484,PR00001,Yard A,14000,13342,658,95.3,242,219,84
YRD01789,DR05480,PR00005,Yard A,14000,13300,700,95.0,329,224,80
YRD01790,DR09554,PR00002,Yard E,12500,11250,1250,90.0,237,270,103
YRD01791,DR03787,PR00004,Yard A,14000,13272,728,94.8,303,268,80
YRD01792,DR08913,PR00004,Yard C,13000,10855,2145,83.5,233,234,91
YRD01793,DR08887,PR00003,Yard D,11000,7139,3861,64.9,278,275,34
YRD01794,DR05796,PR00004,Yard A,14000,13496,504,96.4,128,123,87
YRD01795,DR08498,PR00005,Yard D,11000,7623,3377,69.3,279,305,55
YRD01796,DR04967,PR00004,Yard A,14000,13454,546,96.1,145,284,96
YRD01797,DR05289,PR00004,Yard E,12500,11362,1138,90.9,190,268,77
YRD01798,DR06443,PR00003,Yard A,14000,13790,210,98.5,309,228,89
YRD01799,DR08239,PR00003,Yard E,12500,11512,988,92.1,222,198,90
YRD01800,DR02017,PR00003,Yard C,13000,11739,1261,90.3,189,257,84
YRD01801,DR08575,PR00003,Yard B,12000,8868,3132,73.9,184,230,47
YRD01802,DR06123,PR00003,Yard E,12500,11675,825,93.4,257,284,97
YRD01803,DR08385,PR00002,Yard E,12500,11400,1100,91.2,230,174,77
YRD01804,DR09336,PR00005,Yard E,12500,11338,1162,90.7,299,297,110
YRD01805,DR01365,PR00001,Yard E,12500,11588,912,92.7,244,210,59
YRD01806,DR00837,PR00007,Yard C,13000,11219,1781,86.3,241,301,61
YRD01807,DR00157,PR00004,Yard A,14000,13790,210,98.5,263,214,78
YRD01808,DR06607,PR00001,Yard C,13000,11219,1781,86.3,338,253,56
YRD01809,DR05709,PR00004,Yard E,12500,11325,1175,90.6,289,338,65
YRD01810,DR07552,PR00003,Yard A,14000,12810,1190,91.5,206,326,95
YRD01811,DR01574,PR00007,Yard E,12500,11562,938,92.5,242,210,123
YRD01812,DR02098,PR00007,Yard C,13000,11284,1716,86.8,276,252,76
YRD01813,DR07597,PR00006,Yard E,12500,11650,850,93.2,196,162,113
YRD01814,DR06223,PR00004,Yard A,14000,13790,210,98.5,275,235,108
YRD01815,DR00323,PR00007,Yard C,13000,11037,1963,84.9,235,272,83
YRD01816,DR08570,PR00004,Yard B,12000,9948,2052,82.9,324,239,55
YRD01817,DR01784,PR00006,Yard B,12000,9372,2628,78.1,200,218,86
YRD01818,DR04168,PR00001,Yard C,13000,11531,1469,88.7,308,227,86
YRD01819,DR04226,PR00007,Yard C,13000,11635,1365,89.5,298,277,79
YRD01820,DR05703,PR00004,Yard B,12000,8592,3408,71.6,238,306,66
YRD01821,DR04765,PR00002,Yard C,13000,10660,2340,82.0,258,176,46
YRD01822,DR04997,PR00007,Yard B,12000,9156,2844,76.3,228,227,61
YRD01823,DR09820,PR00005,Yard D,11000,7062,3938,64.2,182,191,63
YRD01824,DR02286,PR00007,Yard B,12000,8460,3540,70.5,256,201,77
YRD01825,DR01331,PR00001,Yard B,12000,8616,3384,71.8,190,235,88
YRD01826,DR08076,PR00004,Yard B,12000,8604,3396,71.7,287,217,33
YRD01827,DR02774,PR00005,Yard E,12500,11450,1050,91.6,256,162,110
YRD01828,DR06066,PR00001,Yard C,13000,11232,1768,86.4,281,235,95
YRD01829,DR05445,PR00005,Yard C,13000,11284,1716,86.8,248,246,64
YRD01830,DR01245,PR00004,Yard E,12500,11362,1138,90.9,265,246,122
YRD01831,DR04840,PR00002,Yard A,14000,13790,210,98.5,287,237,103
YRD01832,DR08414,PR00005,Yard D,11000,6809,4191,61.9,182,251,39
YRD01833,DR03111,PR00001,Yard A,14000,13692,308,97.8,258,288,118
YRD01834,DR05158,PR00006,Yard E,12500,11212,1288,89.7,283,292,72
YRD01835,DR04113,PR00006,Yard E,12500,11588,912,92.7,224,242,100
YRD01836,DR07079,PR00003,Yard D,11000,8030,2970,73.0,360,285,73
YRD01837,DR07570,PR00003,Yard B,12000,8724,3276,72.7,204,161,57
YRD01838,DR07905,PR00003,Yard B,12000,8664,3336,72.2,188,199,39
YRD01839,DR03240,PR00002,Yard B,12000,8508,3492,70.9,217,255,33
YRD01840,DR05380,PR00006,Yard B,12000,9840,2160,82.0,201,239,53
YRD01841,DR03133,PR00002,Yard E,12500,11438,1062,91.5,227,278,56
YRD01842,DR03756,PR00003,Yard B,12000,9468,2532,78.9,247,212,91
YRD01843,DR05426,PR00002,Yard A,14000,13734,266,98.1,236,263,113
YRD01844,DR07856,PR00004,Yard B,12000,9360,2640,78.0,227,308,74
YRD01845,DR02930,PR00006,Yard A,14000,13790,210,98.5,317,228,109
YRD01846,DR07744,PR00001,Yard B,12000,9420,2580,78.5,232,208,47
YRD01847,DR03896,PR00002,Yard E,12500,11375,1125,91.0,245,210,71
YRD01848,DR03832,PR00001,Yard B,12000,8772,3228,73.1,259,183,58
YRD01849,DR09401,PR00001,Yard B,12000,9216,2784,76.8,227,237,64
YRD01850,DR00526,PR00003,Yard B,12000,8244,3756,68.7,211,187,43
YRD01851,DR02866,PR00005,Yard B,12000,9012,2988,75.1,254,213,72
YRD01852,DR03083,PR00004,Yard A,14000,13678,322,97.7,213,211,89
YRD01853,DR08904,PR00001,Yard A,14000,13090,910,93.5,189,168,79
YRD01854,DR04984,PR00004,Yard B,12000,8868,3132,73.9,175,245,65
YRD01855,DR00976,PR00006,Yard B,12000,9384,2616,78.2,237,337,67
YRD01856,DR08383,PR00003,Yard E,12500,11962,538,95.7,251,302,70
YRD01857,DR05921,PR00002,Yard C,13000,10608,2392,81.6,248,278,65
YRD01858,DR02470,PR00005,Yard E,12500,11300,1200,90.4,238,228,74
YRD01859,DR01867,PR00001,Yard E,12500,11062,1438,88.5,195,220,55
YRD01860,DR06409,PR00006,Yard D,11000,7590,3410,69.0,252,237,40
YRD01861,DR09513,PR00006,Yard A,14000,12530,1470,89.5,209,234,71
YRD01862,DR06412,PR00006,Yard D,11000,7623,3377,69.3,210,241,88
YRD01863,DR05613,PR00001,Yard C,13000,10101,2899,77.7,123,203,45
YRD01864,DR07088,PR00001,Yard B,12000,8544,3456,71.2,248,325,80
YRD01865,DR05723,PR00006,Yard C,13000,10374,2626,79.8,248,201,69
YRD01866,DR06788,PR00003,Yard D,11000,8030,2970,73.0,224,310,53
YRD01867,DR07116,PR00003,Yard E,12500,12075,425,96.6,300,258,53
YRD01868,DR08795,PR00004,Yard C,13000,11726,1274,90.2,271,255,106
YRD01869,DR05198,PR00001,Yard A,14000,13482,518,96.3,250,248,93
YRD01870,DR06850,PR00004,Yard B,12000,9732,2268,81.1,325,293,88
YRD01871,DR09386,PR00007,Yard A,14000,13776,224,98.4,277,280,75
YRD01872,DR06077,PR00005,Yard D,11000,8217,2783,74.7,252,318,40
YRD01873,DR07597,PR00003,Yard A,14000,13440,560,96.0,246,252,125
YRD01874,DR01657,PR00007,Yard E,12500,11850,650,94.8,178,192,72
YRD01875,DR01155,PR00005,Yard B,12000,10020,1980,83.5,290,246,83
YRD01876,DR02689,PR00001,Yard C,13000,10998,2002,84.6,228,241,90
YRD01877,DR05400,PR00005,Yard D,11000,7887,3113,71.7,244,238,78
YRD01878,DR00800,PR00001,Yard D,11000,7656,3344,69.6,184,223,30
YRD01879,DR03168,PR00002,Yard E,12500,12050,450,96.4,234,287,63
YRD01880,DR00707,PR00004,Yard D,11000,7502,3498,68.2,347,279,54
YRD01881,DR03512,PR00002,Yard A,14000,13244,756,94.6,282,184,79
YRD01882,DR03103,PR00001,Yard D,11000,7359,3641,66.9,285,190,47
YRD01883,DR08836,PR00004,Yard D,11000,7205,3795,65.5,345,230,52
YRD01884,DR04977,PR00002,Yard A,14000,13790,210,98.5,266,234,95
YRD01885,DR03308,PR00003,Yard D,11000,7744,3256,70.4,241,256,70
YRD01886,DR06328,PR00002,Yard E,12500,12150,350,97.2,236,199,113
YRD01887,DR05549,PR00005,Yard C,13000,11427,1573,87.9,256,346,62
YRD01888,DR05890,PR00006,Yard C,13000,11323,1677,87.1,174,254,65
YRD01889,DR09133,PR00001,Yard C,13000,11336,1664,87.2,162,249,44
YRD01890,DR01423,PR00006,Yard C,13000,11401,1599,87.7,136,192,68
YRD01891,DR03725,PR00001,Yard E,12500,11450,1050,91.6,306,269,102
YRD01892,DR00641,PR00002,Yard E,12500,10825,1675,86.6,259,229,76
YRD01893,DR01190,PR00002,Yard E,12500,11950,550,95.6,260,160,114
YRD01894,DR01101,PR00002,Yard A,14000,12964,1036,92.6,158,105,93
YRD01895,DR09441,PR00001,Yard C,13000,11648,1352,89.6,245,237,79
YRD01896,DR03279,PR00005,Yard E,12500,10525,1975,84.2,221,282,21
YRD01897,DR06224,PR00006,Yard B,12000,9276,2724,77.3,287,249,53
YRD01898,DR06759,PR00007,Yard D,11000,7722,3278,70.2,220,283,21
YRD01899,DR04265,PR00007,Yard C,13000,10946,2054,84.2,242,310,71
YRD01900,DR05268,PR00003,Yard D,11000,8327,2673,75.7,239,210,58
YRD01901,DR03988,PR00001,Yard D,11000,8690,2310,79.0,252,295,64
YRD01902,DR08161,PR00001,Yard A,14000,13664,336,97.6,283,326,89
YRD01903,DR05107,PR00003,Yard D,11000,7678,3322,69.8,208,218,58
YRD01904,DR04282,PR00006,Yard B,12000,8484,3516,70.7,225,220,75
YRD01905,DR06817,PR00002,Yard B,12000,8808,3192,73.4,221,187,75
YRD01906,DR07711,PR00001,Yard A,14000,13790,210,98.5,247,274,132
YRD01907,DR06633,PR00003,Yard C,13000,11427,1573,87.9,323,215,97
YRD01908,DR08652,PR00006,Yard D,11000,7117,3883,64.7,249,240,43
YRD01909,DR08038,PR00003,Yard C,13000,10764,2236,82.8,304,249,64
YRD01910,DR07416,PR00005,Yard E,12500,11288,1212,90.3,278,237,64
YRD01911,DR09584,PR00003,Yard D,11000,7370,3630,67.0,222,187,63
YRD01912,DR05904,PR00003,Yard B,12000,9072,2928,75.6,253,210,55
YRD01913,DR04513,PR00003,Yard D,11000,7755,3245,70.5,240,250,102
YRD01914,DR08362,PR00005,Yard D,11000,8063,2937,73.3,221,304,56
YRD01915,DR09959,PR00005,Yard C,13000,11843,1157,91.1,241,249,61
YRD01916,DR03764,PR00003,Yard A,14000,12992,1008,92.8,269,203,74
YRD01917,DR04529,PR00002,Yard B,12000,9708,2292,80.9,279,188,40
YRD01918,DR02706,PR00001,Yard C,13000,11297,1703,86.9,165,174,106
YRD01919,DR09098,PR00001,Yard E,12500,11288,1212,90.3,186,277,76
YRD01920,DR01228,PR00001,Yard A,14000,13790,210,98.5,274,291,108
YRD01921,DR02516,PR00001,Yard A,14000,13790,210,98.5,215,281,75
YRD01922,DR06221,PR00005,Yard B,12000,8904,3096,74.2,213,178,60
YRD01923,DR06683,PR00006,Yard A,14000,13790,210,98.5,243,228,62
YRD01924,DR08880,PR00005,Yard B,12000,8688,3312,72.4,355,169,51
YRD01925,DR06398,PR00005,Yard D,11000,7733,3267,70.3,287,223,46
YRD01926,DR06363,PR00007,Yard A,14000,13650,350,97.5,201,195,82
YRD01927,DR03697,PR00007,Yard C,13000,11050,1950,85.0,258,267,86
YRD01928,DR07493,PR00002,Yard D,11000,7722,3278,70.2,253,319,86
YRD01929,DR06151,PR00001,Yard E,12500,10862,1638,86.9,147,261,75
YRD01930,DR04093,PR00001,Yard A,14000,13790,210,98.5,271,230,61
YRD01931,DR04993,PR00006,Yard C,13000,11219,1781,86.3,308,231,65
YRD01932,DR00728,PR00001,Yard B,12000,9432,2568,78.6,320,264,66
YRD01933,DR04369,PR00002,Yard A,14000,13314,686,95.1,275,211,101
YRD01934,DR09456,PR00003,Yard E,12500,11075,1425,88.6,147,230,83
YRD01935,DR05562,PR00004,Yard D,11000,7469,3531,67.9,243,215,63
YRD01936,DR04659,PR00004,Yard B,12000,9084,2916,75.7,225,224,84
YRD01937,DR01266,PR00006,Yard C,13000,11492,1508,88.4,138,263,75
YRD01938,DR03846,PR00004,Yard D,11000,7194,3806,65.4,199,221,71
YRD01939,DR01274,PR00006,Yard E,12500,12312,188,98.5,260,195,92
YRD01940,DR02262,PR00001,Yard A,14000,13790,210,98.5,322,212,75
YRD01941,DR07389,PR00006,Yard A,14000,12670,1330,90.5,250,292,71
YRD01942,DR06387,PR00004,Yard B,12000,9492,2508,79.1,204,147,60
YRD01943,DR09391,PR00002,Yard E,12500,11812,688,94.5,271,304,72
YRD01944,DR01740,PR00007,Yard E,12500,10738,1762,85.9,190,246,86
YRD01945,DR08901,PR00007,Yard C,13000,11973,1027,92.1,338,207,111
YRD01946,DR02341,PR00006,Yard D,11000,6633,4367,60.3,285,173,36
YRD01947,DR05882,PR00007,Yard B,12000,8604,3396,71.7,170,251,68
YRD01948,DR01487,PR00003,Yard D,11000,6655,4345,60.5,188,263,39
YRD01949,DR07823,PR00002,Yard D,11000,7997,3003,72.7,192,228,73
YRD01950,DR01430,PR00001,Yard A,14000,13790,210,98.5,247,281,83
YRD01951,DR06382,PR00006,Yard E,12500,12062,438,96.5,213,270,78
YRD01952,DR08313,PR00006,Yard C,13000,10998,2002,84.6,218,190,107
YRD01953,DR05708,PR00007,Yard A,14000,13790,210,98.5,300,206,71
YRD01954,DR02901,PR00006,Yard E,12500,10800,1700,86.4,247,301,56
YRD01955,DR09162,PR00004,Yard B,12000,8988,3012,74.9,207,258,76
YRD01956,DR04778,PR00001,Yard E,12500,11388,1112,91.1,227,219,46
YRD01957,DR07278,PR00001,Yard E,12500,10875,1625,87.0,238,235,118
YRD01958,DR02550,PR00003,Yard C,13000,11362,1638,87.4,195,224,70
YRD01959,DR07842,PR00005,Yard C,13000,11583,1417,89.1,217,248,61
YRD01960,DR07207,PR00001,Yard A,14000,13356,644,95.4,113,239,105
YRD01961,DR04628,PR00007,Yard D,11000,7150,3850,65.0,256,228,21
YRD01962,DR00895,PR00005,Yard E,12500,12175,325,97.4,354,222,133
YRD01963,DR06793,PR00002,Yard C,13000,10569,2431,81.3,325,199,48
YRD01964,DR05606,PR00006,Yard C,13000,11154,1846,85.8,227,251,87
YRD01965,DR00830,PR00004,Yard E,12500,11862,638,94.9,217,163,78
YRD01966,DR00862,PR00005,Yard C,13000,11934,1066,91.8,189,239,56
YRD01967,DR06164,PR00003,Yard D,11000,8129,2871,73.9,281,298,31
YRD01968,DR06179,PR00003,Yard B,12000,9564,2436,79.7,312,169,80
YRD01969,DR09281,PR00001,Yard D,11000,7942,3058,72.2,309,257,88
YRD01970,DR00005,PR00003,Yard E,12500,11062,1438,88.5,189,236,72
YRD01971,DR06449,PR00005,Yard D,11000,7744,3256,70.4,279,143,64
YRD01972,DR08489,PR00007,Yard C,13000,10712,2288,82.4,195,263,59
YRD01973,DR00780,PR00006,Yard A,14000,12852,1148,91.8,168,268,79
YRD01974,DR06268,PR00001,Yard A,14000,13790,210,98.5,244,260,100
YRD01975,DR00157,PR00007,Yard C,13000,11752,1248,90.4,255,171,83
YRD01976,DR06712,PR00001,Yard E,12500,11862,638,94.9,230,216,64
YRD01977,DR06230,PR00001,Yard B,12000,9276,2724,77.3,131,209,110
YRD01978,DR00288,PR00005,Yard D,11000,7898,3102,71.8,272,184,24
YRD01979,DR08452,PR00007,Yard C,13000,10803,2197,83.1,248,230,59
YRD01980,DR05462,PR00007,Yard D,11000,7315,3685,66.5,267,179,47
YRD01981,DR07962,PR00006,Yard B,12000,9312,2688,77.6,217,238,42
YRD01982,DR07954,PR00002,Yard E,12500,11825,675,94.6,170,233,85
YRD01983,DR04142,PR00001,Yard A,14000,13692,308,97.8,265,283,110
YRD01984,DR07543,PR00001,Yard B,12000,9804,2196,81.7,211,308,42
YRD01985,DR02153,PR00004,Yard D,11000,7920,3080,72.0,263,302,63
YRD01986,DR02948,PR00003,Yard E,12500,11200,1300,89.6,240,328,81
YRD01987,DR07711,PR00001,Yard D,11000,7491,3509,68.1,193,220,43
YRD01988,DR08776,PR00003,Yard B,12000,9384,2616,78.2,229,249,35
YRD01989,DR05052,PR00004,Yard C,13000,10621,2379,81.7,256,213,54
YRD01990,DR00966,PR00005,Yard C,13000,10699,2301,82.3,320,171,73
YRD01991,DR04955,PR00003,Yard A,14000,13538,462,96.7,180,213,106
YRD01992,DR06455,PR00002,Yard A,14000,12236,1764,87.4,179,208,84
YRD01993,DR09292,PR00004,Yard D,11000,7612,3388,69.2,193,265,73
YRD01994,DR00289,PR00005,Yard C,13000,10153,2847,78.1,161,238,59
YRD01995,DR09580,PR00002,Yard E,12500,11025,1475,88.2,179,252,75
YRD01996,DR03297,PR00001,Yard B,12000,8880,3120,74.0,269,221,42
YRD01997,DR02551,PR00007,Yard B,12000,8844,3156,73.7,213,249,47
YRD01998,DR02898,PR00005,Yard E,12500,11425,1075,91.4,309,283,53
YRD01999,DR05287,PR00002,Yard D,11000,7249,3751,65.9,256,243,61
YRD02000,DR03840,PR00004,Yard A,14000,13762,238,98.3,269,204,94
YRD02001,DR04315,PR00004,Yard C,13000,11037,1963,84.9,260,262,50
YRD02002,DR03185,PR00001,Yard C,13000,10582,2418,81.4,261,205,58
YRD02003,DR02323,PR00001,Yard C,13000,11505,1495,88.5,259,298,81
YRD02004,DR09883,PR00007,Yard D,11000,7788,3212,70.8,279,322,77
YRD02005,DR03897,PR00003,Yard B,12000,9240,2760,77.0,212,214,92
YRD02006,DR00378,PR00001,Yard C,13000,11440,1560,88.0,261,224,41
YRD02007,DR03198,PR00006,Yard D,11000,7898,3102,71.8,332,298,64
YRD02008,DR07429,PR00003,Yard B,12000,9240,2760,77.0,205,248,53
YRD02009,DR05932,PR00004,Yard A,14000,13790,210,98.5,207,263,56
YRD02010,DR03764,PR00002,Yard B,12000,9504,2496,79.2,312,212,81
YRD02011,DR09828,PR00001,Yard D,11000,7645,3355,69.5,238,245,79
YRD02012,DR02393,PR00001,Yard B,12000,9528,2472,79.4,241,208,62
YRD02013,DR06857,PR00007,Yard D,11000,8250,2750,75.0,215,277,73
YRD02014,DR06712,PR00004,Yard C,13000,11050,1950,85.0,233,206,60
YRD02015,DR02171,PR00006,Yard D,11000,7601,3399,69.1,199,185,56
YRD02016,DR05370,PR00001,Yard E,12500,11950,550,95.6,283,288,107
YRD02017,DR02409,PR00005,Yard C,13000,10985,2015,84.5,317,122,76
YRD02018,DR00564,PR00003,Yard B,12000,8700,3300,72.5,210,212,44
YRD02019,DR02076,PR00004,Yard A,14000,13790,210,98.5,311,245,92
YRD02020,DR03286,PR00002,Yard A,14000,13650,350,97.5,292,214,78
YRD02021,DR05934,PR00004,Yard B,12000,9492,2508,79.1,293,252,55
YRD02022,DR03526,PR00001,Yard C,13000,10972,2028,84.4,225,188,91
YRD02023,DR03303,PR00001,Yard B,12000,8904,3096,74.2,261,201,67
YRD02024,DR03835,PR00006,Yard A,14000,13790,210,98.5,253,245,93
YRD02025,DR03623,PR00001,Yard B,12000,9144,2856,76.2,254,233,30
YRD02026,DR00687,PR00001,Yard B,12000,9132,2868,76.1,189,200,49
YRD02027,DR04830,PR00007,Yard A,14000,13244,756,94.6,192,283,89
YRD02028,DR03547,PR00002,Yard D,11000,8184,2816,74.4,223,230,51
YRD02029,DR00089,PR00004,Yard E,12500,10950,1550,87.6,318,190,82
YRD02030,DR02446,PR00006,Yard A,14000,13790,210,98.5,210,174,103
YRD02031,DR02634,PR00005,Yard E,12500,10988,1512,87.9,230,192,101
YRD02032,DR09413,PR00001,Yard A,14000,13790,210,98.5,302,249,73
YRD02033,DR02211,PR00004,Yard B,12000,9192,2808,76.6,294,197,37
YRD02034,DR03321,PR00004,Yard C,13000,11583,1417,89.1,331,239,97
YRD02035,DR05914,PR00002,Yard E,12500,11275,1225,90.2,286,241,94
YRD02036,DR05657,PR00005,Yard C,13000,11609,1391,89.3,311,203,79
YRD02037,DR00364,PR00007,Yard E,12500,11862,638,94.9,240,259,83
YRD02038,DR08768,PR00001,Yard C,13000,10088,2912,77.6,236,179,77
YRD02039,DR01663,PR00001,Yard A,14000,13790,210,98.5,285,184,105
YRD02040,DR00226,PR00005,Yard D,11000,7315,3685,66.5,262,288,52
YRD02041,DR01149,PR00003,Yard A,14000,13650,350,97.5,260,228,87
YRD02042,DR02516,PR00006,Yard D,11000,7513,3487,68.3,343,229,50
YRD02043,DR08121,PR00001,Yard E,12500,11488,1012,91.9,239,268,65
YRD02044,DR00348,PR00001,Yard D,11000,7128,3872,64.8,198,214,51
YRD02045,DR01710,PR00005,Yard D,11000,7777,3223,70.7,230,242,50
YRD02046,DR08998,PR00007,Yard C,13000,11531,1469,88.7,194,238,101
YRD02047,DR06555,PR00001,Yard A,14000,13636,364,97.4,185,212,75
YRD02048,DR05391,PR00006,Yard E,12500,11762,738,94.1,222,161,68
YRD02049,DR01464,PR00003,Yard C,13000,11531,1469,88.7,140,309,86
YRD02050,DR08797,PR00001,Yard C,13000,11232,1768,86.4,239,197,75
YRD02051,DR03777,PR00003,Yard C,13000,11609,1391,89.3,269,218,59
YRD02052,DR05764,PR00002,Yard B,12000,8484,3516,70.7,233,249,31
YRD02053,DR02444,PR00005,Yard E,12500,11950,550,95.6,233,173,78
YRD02054,DR06821,PR00002,Yard D,11000,7722,3278,70.2,318,268,69
YRD02055,DR04972,PR00003,Yard C,13000,11271,1729,86.7,218,155,80
YRD02056,DR03509,PR00002,Yard A,14000,13090,910,93.5,250,195,42
YRD02057,DR03998,PR00006,Yard A,14000,12488,1512,89.2,184,200,62
YRD02058,DR02964,PR00007,Yard E,12500,11612,888,92.9,196,249,101
YRD02059,DR04479,PR00003,Yard A,14000,12712,1288,90.8,262,238,98
YRD02060,DR03928,PR00003,Yard C,13000,10829,2171,83.3,181,181,59
YRD02061,DR04909,PR00007,Yard C,13000,11141,1859,85.7,216,267,69
YRD02062,DR03990,PR00001,Yard E,12500,11812,688,94.5,229,276,56
YRD02063,DR01295,PR00006,Yard A,14000,13776,224,98.4,237,272,126
YRD02064,DR03196,PR00004,Yard D,11000,7535,3465,68.5,186,292,58
YRD02065,DR09327,PR00006,Yard C,13000,10465,2535,80.5,297,273,53
YRD02066,DR05593,PR00002,Yard C,13000,10348,2652,79.6,257,288,90
YRD02067,DR07111,PR00002,Yard D,11000,7469,3531,67.9,172,242,40
YRD02068,DR06257,PR00002,Yard B,12000,8664,3336,72.2,224,131,61
